#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Host Connected,End of File
77,04/01/2022 19:00:00,10.38,,
78,04/01/2022 20:00:00,9.18,,
79,04/01/2022 21:00:00,9.14,,
80,04/01/2022 22:00:00,8.53,,
81,04/01/2022 23:00:00,8.02,,
82,04/02/2022 00:00:00,7.76,,
83,04/02/2022 01:00:00,7.38,,
84,04/02/2022 02:00:00,6.56,,
85,04/02/2022 03:00:00,6.17,,
86,04/02/2022 04:00:00,6.00,,
87,04/02/2022 05:00:00,5.96,,
88,04/02/2022 06:00:00,6.09,,
89,04/02/2022 07:00:00,5.45,,
90,04/02/2022 08:00:00,6.35,,
91,04/02/2022 09:00:00,8.45,,
92,04/02/2022 10:00:00,10.46,,
93,04/02/2022 11:00:00,10.42,,
94,04/02/2022 12:00:00,10.98,,
95,04/02/2022 13:00:00,11.84,,
96,04/02/2022 14:00:00,12.44,,
97,04/02/2022 15:00:00,13.12,,
98,04/02/2022 16:00:00,13.25,,
99,04/02/2022 17:00:00,13.85,,
100,04/02/2022 18:00:00,13.43,,
101,04/02/2022 19:00:00,12.22,,
102,04/02/2022 20:00:00,11.15,,
103,04/02/2022 21:00:00,10.21,,
104,04/02/2022 22:00:00,9.39,,
105,04/02/2022 23:00:00,8.79,,
106,04/03/2022 00:00:00,8.15,,
107,04/03/2022 01:00:00,8.19,,
108,04/03/2022 02:00:00,7.81,,
109,04/03/2022 03:00:00,7.38,,
110,04/03/2022 04:00:00,7.55,,
111,04/03/2022 05:00:00,7.25,,
112,04/03/2022 06:00:00,6.90,,
113,04/03/2022 07:00:00,6.82,,
114,04/03/2022 08:00:00,7.08,,
115,04/03/2022 09:00:00,8.11,,
116,04/03/2022 10:00:00,10.59,,
117,04/03/2022 11:00:00,11.54,,
118,04/03/2022 12:00:00,12.31,,
119,04/03/2022 13:00:00,12.70,,
120,04/03/2022 14:00:00,12.78,,
121,04/03/2022 15:00:00,12.48,,
122,04/03/2022 16:00:00,12.14,,
123,04/03/2022 17:00:00,12.27,,
124,04/03/2022 18:00:00,11.58,,
125,04/03/2022 19:00:00,10.94,,
126,04/03/2022 20:00:00,10.21,,
127,04/03/2022 21:00:00,9.35,,
128,04/03/2022 22:00:00,8.88,,
129,04/03/2022 23:00:00,8.62,,
130,04/04/2022 00:00:00,8.32,,
131,04/04/2022 01:00:00,8.28,,
132,04/04/2022 02:00:00,8.45,,
133,04/04/2022 03:00:00,8.45,,
134,04/04/2022 04:00:00,8.62,,
135,04/04/2022 05:00:00,8.62,,
136,04/04/2022 06:00:00,8.49,,
137,04/04/2022 07:00:00,7.46,,
138,04/04/2022 08:00:00,7.50,,
139,04/04/2022 09:00:00,6.73,,
140,04/04/2022 10:00:00,9.26,,
141,04/04/2022 11:00:00,6.43,,
142,04/04/2022 12:00:00,7.85,,
143,04/04/2022 13:00:00,8.45,,
144,04/04/2022 14:00:00,9.39,,
145,04/04/2022 15:00:00,9.09,,
146,04/04/2022 16:00:00,8.96,,
147,04/04/2022 17:00:00,5.19,,
148,04/04/2022 18:00:00,5.45,,
149,04/04/2022 19:00:00,6.73,,
150,04/04/2022 20:00:00,5.23,,
151,04/04/2022 21:00:00,4.80,,
152,04/04/2022 22:00:00,4.54,,
153,04/04/2022 23:00:00,4.20,,
154,04/05/2022 00:00:00,4.76,,
155,04/05/2022 01:00:00,4.29,,
156,04/05/2022 02:00:00,4.03,,
157,04/05/2022 03:00:00,4.37,,
158,04/05/2022 04:00:00,4.24,,
159,04/05/2022 05:00:00,4.33,,
160,04/05/2022 06:00:00,4.59,,
161,04/05/2022 07:00:00,4.42,,
162,04/05/2022 08:00:00,5.36,,
163,04/05/2022 09:00:00,7.03,,
164,04/05/2022 10:00:00,8.79,,
165,04/05/2022 11:00:00,9.86,,
166,04/05/2022 12:00:00,10.38,,
167,04/05/2022 13:00:00,11.15,,
168,04/05/2022 14:00:00,11.92,,
169,04/05/2022 15:00:00,12.65,,
170,04/05/2022 16:00:00,12.48,,
171,04/05/2022 17:00:00,12.70,,
172,04/05/2022 18:00:00,12.01,,
173,04/05/2022 19:00:00,10.98,,
174,04/05/2022 20:00:00,9.56,,
175,04/05/2022 21:00:00,8.66,,
176,04/05/2022 22:00:00,7.59,,
177,04/05/2022 23:00:00,6.39,,
178,04/06/2022 00:00:00,4.37,,
179,04/06/2022 01:00:00,3.99,,
180,04/06/2022 02:00:00,3.04,,
181,04/06/2022 03:00:00,2.49,,
182,04/06/2022 04:00:00,1.84,,
183,04/06/2022 05:00:00,1.24,,
184,04/06/2022 06:00:00,0.94,,
185,04/06/2022 07:00:00,0.94,,
186,04/06/2022 08:00:00,4.54,,
187,04/06/2022 09:00:00,6.43,,
188,04/06/2022 10:00:00,8.11,,
189,04/06/2022 11:00:00,9.01,,
190,04/06/2022 12:00:00,10.59,,
191,04/06/2022 13:00:00,12.48,,
192,04/06/2022 14:00:00,13.77,,
193,04/06/2022 15:00:00,14.71,,
194,04/06/2022 16:00:00,15.23,,
195,04/06/2022 17:00:00,15.61,,
196,04/06/2022 18:00:00,15.36,,
197,04/06/2022 19:00:00,14.41,,
198,04/06/2022 20:00:00,13.25,,
199,04/06/2022 21:00:00,12.48,,
200,04/06/2022 22:00:00,12.35,,
201,04/06/2022 23:00:00,12.31,,
202,04/07/2022 00:00:00,11.45,,
203,04/07/2022 01:00:00,10.51,,
204,04/07/2022 02:00:00,9.99,,
205,04/07/2022 03:00:00,9.05,,
206,04/07/2022 04:00:00,7.85,,
207,04/07/2022 05:00:00,6.86,,
208,04/07/2022 06:00:00,6.26,,
209,04/07/2022 07:00:00,5.57,,
210,04/07/2022 08:00:00,6.86,,
211,04/07/2022 09:00:00,9.99,,
212,04/07/2022 10:00:00,13.47,,
213,04/07/2022 11:00:00,16.26,,
214,04/07/2022 12:00:00,18.74,,
215,04/07/2022 13:00:00,20.42,,
216,04/07/2022 14:00:00,21.88,,
217,04/07/2022 15:00:00,23.42,,
218,04/07/2022 16:00:00,24.11,,
219,04/07/2022 17:00:00,23.55,,
220,04/07/2022 18:00:00,23.08,,
221,04/07/2022 19:00:00,22.09,,
222,04/07/2022 20:00:00,20.98,,
223,04/07/2022 21:00:00,19.26,,
224,04/07/2022 22:00:00,17.72,,
225,04/07/2022 23:00:00,16.69,,
226,04/08/2022 00:00:00,14.45,,
227,04/08/2022 01:00:00,13.47,,
228,04/08/2022 02:00:00,12.44,,
229,04/08/2022 03:00:00,9.78,,
230,04/08/2022 04:00:00,8.75,,
231,04/08/2022 05:00:00,9.09,,
232,04/08/2022 06:00:00,9.09,,
233,04/08/2022 07:00:00,8.45,,
234,04/08/2022 08:00:00,8.41,,
235,04/08/2022 09:00:00,8.79,,
236,04/08/2022 10:00:00,8.62,,
237,04/08/2022 11:00:00,10.29,,
238,04/08/2022 12:00:00,11.24,,
239,04/08/2022 13:00:00,12.27,,
240,04/08/2022 13:42:58,,Logged,Logged
