"Plot Title: 21119950"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 21119950, SEN S/N: 21119950)","End Of File (LGR S/N: 21119950)"
60,08/14/22 10:00:00 PM,20.234,
61,08/14/22 11:00:00 PM,18.616,
62,08/15/22 12:00:00 AM,17.284,
63,08/15/22 01:00:00 AM,17.094,
64,08/15/22 02:00:00 AM,15.760,
65,08/15/22 03:00:00 AM,14.900,
66,08/15/22 04:00:00 AM,14.517,
67,08/15/22 05:00:00 AM,13.558,
68,08/15/22 06:00:00 AM,13.461,
69,08/15/22 07:00:00 AM,13.269,
70,08/15/22 08:00:00 AM,15.282,
71,08/15/22 09:00:00 AM,18.140,
72,08/15/22 10:00:00 AM,20.805,
73,08/15/22 11:00:00 AM,23.581,
74,08/15/22 12:00:00 PM,25.319,
75,08/15/22 01:00:00 PM,27.075,
76,08/15/22 02:00:00 PM,28.060,
77,08/15/22 03:00:00 PM,28.754,
78,08/15/22 04:00:00 PM,29.152,
79,08/15/22 05:00:00 PM,29.953,
80,08/15/22 06:00:00 PM,28.853,
81,08/15/22 07:00:00 PM,27.665,
82,08/15/22 08:00:00 PM,25.028,
83,08/15/22 09:00:00 PM,23.196,
84,08/15/22 10:00:00 PM,21.569,
85,08/15/22 11:00:00 PM,20.234,
86,08/16/22 12:00:00 AM,19.187,
87,08/16/22 01:00:00 AM,18.045,
88,08/16/22 02:00:00 AM,17.284,
89,08/16/22 03:00:00 AM,16.713,
90,08/16/22 04:00:00 AM,15.951,
91,08/16/22 05:00:00 AM,15.473,
92,08/16/22 06:00:00 AM,15.855,
93,08/16/22 07:00:00 AM,16.046,
94,08/16/22 08:00:00 AM,16.332,
95,08/16/22 09:00:00 AM,17.284,
96,08/16/22 10:00:00 AM,19.758,
97,08/16/22 11:00:00 AM,21.378,
98,08/16/22 12:00:00 PM,23.581,
99,08/16/22 01:00:00 PM,24.641,
100,08/16/22 02:00:00 PM,26.292,
101,08/16/22 03:00:00 PM,27.173,
102,08/16/22 04:00:00 PM,27.075,
103,08/16/22 05:00:00 PM,29.152,
104,08/16/22 06:00:00 PM,26.488,
105,08/16/22 07:00:00 PM,25.610,
106,08/16/22 08:00:00 PM,23.869,
107,08/16/22 09:00:00 PM,22.238,
108,08/16/22 10:00:00 PM,21.378,
109,08/16/22 11:00:00 PM,19.662,
110,08/17/22 12:00:00 AM,19.092,
111,08/17/22 01:00:00 AM,18.426,
112,08/17/22 02:00:00 AM,17.189,
113,08/17/22 03:00:00 AM,16.618,
114,08/17/22 04:00:00 AM,15.951,
115,08/17/22 05:00:00 AM,15.091,
116,08/17/22 06:00:00 AM,14.709,
117,08/17/22 07:00:00 AM,14.709,
118,08/17/22 08:00:00 AM,16.523,
119,08/17/22 09:00:00 AM,20.901,
120,08/17/22 10:00:00 AM,23.004,
121,08/17/22 11:00:00 AM,25.028,
122,08/17/22 12:00:00 PM,26.879,
123,08/17/22 01:00:00 PM,28.456,
124,08/17/22 02:00:00 PM,28.853,
125,08/17/22 03:00:00 PM,29.452,
126,08/17/22 04:00:00 PM,29.953,
127,08/17/22 05:00:00 PM,31.472,
128,08/17/22 06:00:00 PM,29.652,
129,08/17/22 07:00:00 PM,29.152,
130,08/17/22 08:00:00 PM,27.665,
131,08/17/22 09:00:00 PM,25.610,
132,08/17/22 10:00:00 PM,23.773,
133,08/17/22 11:00:00 PM,23.388,
134,08/18/22 12:00:00 AM,22.908,
135,08/18/22 01:00:00 AM,22.429,
136,08/18/22 02:00:00 AM,21.951,
137,08/18/22 03:00:00 AM,22.429,
138,08/18/22 04:00:00 AM,22.046,
139,08/18/22 05:00:00 AM,21.473,
140,08/18/22 06:00:00 AM,21.091,
141,08/18/22 07:00:00 AM,20.901,
142,08/18/22 08:00:00 AM,21.091,
143,08/18/22 09:00:00 AM,22.812,
144,08/18/22 10:00:00 AM,25.028,
145,08/18/22 11:00:00 AM,26.488,
146,08/18/22 12:00:00 PM,28.357,
147,08/18/22 01:00:00 PM,28.555,
148,08/18/22 02:00:00 PM,28.456,
149,08/18/22 03:00:00 PM,28.655,
150,08/18/22 04:00:00 PM,29.652,
151,08/18/22 05:00:00 PM,30.659,
152,08/18/22 06:00:00 PM,30.760,
153,08/18/22 07:00:00 PM,31.064,
154,08/18/22 08:00:00 PM,29.053,
155,08/18/22 09:00:00 PM,28.159,
156,08/18/22 10:00:00 PM,26.390,
157,08/18/22 11:00:00 PM,25.902,
158,08/19/22 12:00:00 AM,25.805,
159,08/19/22 01:00:00 AM,25.416,
160,08/19/22 02:00:00 AM,24.255,
161,08/19/22 03:00:00 AM,23.004,
162,08/19/22 04:00:00 AM,21.378,
163,08/19/22 05:00:00 AM,20.043,
164,08/19/22 06:00:00 AM,19.282,
165,08/19/22 07:00:00 AM,18.521,
166,08/19/22 08:00:00 AM,17.855,
167,08/19/22 09:00:00 AM,18.140,
168,08/19/22 10:00:00 AM,18.711,
169,08/19/22 11:00:00 AM,19.282,
170,08/19/22 12:00:00 PM,21.664,
171,08/19/22 01:00:00 PM,23.196,
172,08/19/22 02:00:00 PM,25.222,
173,08/19/22 03:00:00 PM,27.075,
174,08/19/22 04:00:00 PM,26.000,
175,08/19/22 05:00:00 PM,25.319,
176,08/19/22 06:00:00 PM,25.028,
177,08/19/22 07:00:00 PM,24.545,
178,08/19/22 08:00:00 PM,22.621,
179,08/19/22 09:00:00 PM,21.187,
180,08/19/22 10:00:00 PM,19.853,
181,08/19/22 11:00:00 PM,19.282,
182,08/20/22 12:00:00 AM,18.806,
183,08/20/22 01:00:00 AM,18.521,
184,08/20/22 02:00:00 AM,18.331,
185,08/20/22 03:00:00 AM,18.236,
186,08/20/22 04:00:00 AM,17.950,
187,08/20/22 05:00:00 AM,17.760,
188,08/20/22 06:00:00 AM,17.475,
189,08/20/22 07:00:00 AM,17.475,
190,08/20/22 08:00:00 AM,17.950,
191,08/20/22 09:00:00 AM,18.331,
192,08/20/22 10:00:00 AM,18.996,
193,08/20/22 11:00:00 AM,19.472,
194,08/20/22 12:00:00 PM,20.996,
195,08/20/22 01:00:00 PM,22.525,
196,08/20/22 02:00:00 PM,23.773,
197,08/20/22 03:00:00 PM,25.125,
198,08/20/22 04:00:00 PM,26.488,
199,08/20/22 05:00:00 PM,27.370,
200,08/20/22 06:00:00 PM,26.195,
201,08/20/22 07:00:00 PM,25.513,
202,08/20/22 08:00:00 PM,22.525,
203,08/20/22 09:00:00 PM,20.901,
204,08/20/22 10:00:00 PM,20.043,
205,08/20/22 11:00:00 PM,19.092,
206,08/21/22 12:00:00 AM,18.711,
207,08/21/22 01:00:00 AM,18.521,
208,08/21/22 02:00:00 AM,18.426,
209,08/21/22 03:00:00 AM,18.426,
210,08/21/22 04:00:00 AM,17.855,
211,08/21/22 05:00:00 AM,17.950,
212,08/21/22 06:00:00 AM,18.140,
213,08/21/22 07:00:00 AM,17.950,
214,08/21/22 08:00:00 AM,18.140,
215,08/21/22 09:00:00 AM,18.426,
216,08/21/22 10:00:00 AM,18.996,
217,08/21/22 11:00:00 AM,19.567,
218,08/21/22 12:00:00 PM,21.569,
219,08/21/22 01:00:00 PM,24.545,
220,08/21/22 02:00:00 PM,25.416,
221,08/21/22 03:00:00 PM,26.977,
222,08/21/22 04:00:00 PM,27.468,
223,08/21/22 05:00:00 PM,27.370,
224,08/21/22 06:00:00 PM,27.272,
225,08/21/22 07:00:00 PM,26.097,
226,08/21/22 08:00:00 PM,23.869,
227,08/21/22 09:00:00 PM,22.812,
228,08/21/22 10:00:00 PM,21.664,
229,08/21/22 11:00:00 PM,20.805,
230,08/22/22 12:00:00 AM,19.758,
231,08/22/22 01:00:00 AM,18.996,
232,08/22/22 02:00:00 AM,18.331,
233,08/22/22 03:00:00 AM,18.426,
234,08/22/22 04:00:00 AM,17.950,
235,08/22/22 05:00:00 AM,16.618,
236,08/22/22 06:00:00 AM,16.141,
237,08/22/22 07:00:00 AM,15.664,
238,08/22/22 08:00:00 AM,16.808,
239,08/22/22 09:00:00 AM,19.092,
240,08/22/22 10:00:00 AM,21.855,
241,08/22/22 11:00:00 AM,23.484,
242,08/22/22 12:00:00 PM,26.195,
243,08/22/22 01:00:00 PM,26.879,
244,08/22/22 02:00:00 PM,28.456,
245,08/22/22 03:00:00 PM,29.853,
246,08/22/22 04:00:00 PM,29.652,
247,08/22/22 05:00:00 PM,29.252,
248,08/22/22 06:00:00 PM,28.555,
249,08/22/22 07:00:00 PM,27.862,
250,08/22/22 08:00:00 PM,25.028,
251,08/22/22 09:00:00 PM,23.388,
252,08/22/22 10:00:00 PM,21.664,
253,08/22/22 11:00:00 PM,20.519,
254,08/23/22 12:00:00 AM,19.377,
255,08/23/22 01:00:00 AM,18.236,
256,08/23/22 02:00:00 AM,17.855,
257,08/23/22 03:00:00 AM,16.903,
258,08/23/22 04:00:00 AM,16.332,
259,08/23/22 05:00:00 AM,15.760,
260,08/23/22 06:00:00 AM,15.569,
261,08/23/22 07:00:00 AM,15.473,
262,08/23/22 08:00:00 AM,15.569,
263,08/23/22 09:00:00 AM,16.237,
264,08/23/22 10:00:00 AM,16.903,
265,08/23/22 11:00:00 AM,20.710,
266,08/23/22 12:00:00 PM,23.677,
267,08/23/22 01:00:00 PM,24.835,
268,08/23/22 02:00:00 PM,25.610,
269,08/23/22 03:00:00 PM,26.292,
270,08/23/22 04:00:00 PM,26.585,
271,08/23/22 05:00:00 PM,26.195,
272,08/23/22 06:00:00 PM,25.513,
273,08/23/22 07:00:00 PM,25.416,
274,08/23/22 08:00:00 PM,24.158,
275,08/23/22 09:00:00 PM,22.717,
276,08/23/22 10:00:00 PM,21.855,
277,08/23/22 11:00:00 PM,20.424,
278,08/24/22 12:00:00 AM,18.996,
279,08/24/22 01:00:00 AM,18.331,
280,08/24/22 02:00:00 AM,18.045,
281,08/24/22 03:00:00 AM,17.284,
282,08/24/22 04:00:00 AM,16.903,
283,08/24/22 05:00:00 AM,16.237,
284,08/24/22 06:00:00 AM,15.855,
285,08/24/22 07:00:00 AM,15.760,
286,08/24/22 08:00:00 AM,16.808,
287,08/24/22 09:00:00 AM,19.472,
288,08/24/22 10:00:00 AM,21.951,
289,08/24/22 11:00:00 AM,23.966,
290,08/24/22 12:00:00 PM,26.292,
291,08/24/22 01:00:00 PM,27.468,
292,08/24/22 02:00:00 PM,27.862,
293,08/24/22 03:00:00 PM,28.456,
294,08/24/22 04:00:00 PM,29.053,
295,08/24/22 05:00:00 PM,29.452,
296,08/24/22 06:00:00 PM,28.655,
297,08/24/22 07:00:00 PM,27.961,
298,08/24/22 08:00:00 PM,25.902,
299,08/24/22 09:00:00 PM,24.351,
300,08/24/22 10:00:00 PM,22.429,
301,08/24/22 11:00:00 PM,20.901,
302,08/25/22 12:00:00 AM,19.948,
303,08/25/22 01:00:00 AM,19.187,
304,08/25/22 02:00:00 AM,18.616,
305,08/25/22 03:00:00 AM,18.616,
306,08/25/22 04:00:00 AM,18.045,
307,08/25/22 05:00:00 AM,17.475,
308,08/25/22 06:00:00 AM,16.999,
309,08/25/22 07:00:00 AM,16.903,
310,08/25/22 08:00:00 AM,18.331,
311,08/25/22 09:00:00 AM,20.234,
312,08/25/22 10:00:00 AM,22.621,
313,08/25/22 11:00:00 AM,25.513,
314,08/25/22 12:00:00 PM,27.665,
315,08/25/22 01:00:00 PM,29.452,
316,08/25/22 02:00:00 PM,30.457,
317,08/25/22 03:00:00 PM,31.472,
318,08/25/22 04:00:00 PM,31.472,
319,08/25/22 05:00:00 PM,31.574,
320,08/25/22 06:00:00 PM,29.352,
321,08/25/22 07:00:00 PM,26.585,
322,08/25/22 08:00:00 PM,23.388,
323,08/25/22 09:00:00 PM,20.424,
324,08/25/22 10:00:00 PM,19.377,
325,08/25/22 11:00:00 PM,17.950,
326,08/26/22 12:00:00 AM,17.379,
327,08/26/22 01:00:00 AM,17.284,
328,08/26/22 02:00:00 AM,17.284,
329,08/26/22 03:00:00 AM,17.094,
330,08/26/22 04:00:00 AM,16.999,
331,08/26/22 05:00:00 AM,16.903,
332,08/26/22 06:00:00 AM,16.713,
333,08/26/22 07:00:00 AM,16.618,
334,08/26/22 08:00:00 AM,17.094,
335,08/26/22 09:00:00 AM,17.665,
336,08/26/22 10:00:00 AM,18.236,
337,08/26/22 11:00:00 AM,18.996,
338,08/26/22 12:00:00 PM,20.329,
339,08/26/22 01:00:00 PM,20.805,
340,08/26/22 02:00:00 PM,21.282,
341,08/26/22 03:00:00 PM,21.187,
342,08/26/22 04:00:00 PM,21.378,
343,08/26/22 05:00:00 PM,21.951,
344,08/26/22 06:00:00 PM,21.855,
345,08/26/22 07:00:00 PM,21.091,
346,08/26/22 08:00:00 PM,19.853,
347,08/26/22 09:00:00 PM,18.711,
348,08/26/22 10:00:00 PM,17.475,
349,08/26/22 11:00:00 PM,17.570,
350,08/27/22 12:00:00 AM,17.189,
351,08/27/22 01:00:00 AM,17.094,
352,08/27/22 02:00:00 AM,16.427,
353,08/27/22 03:00:00 AM,15.951,
354,08/27/22 04:00:00 AM,15.569,
355,08/27/22 05:00:00 AM,15.282,
356,08/27/22 06:00:00 AM,15.091,
357,08/27/22 07:00:00 AM,15.091,
358,08/27/22 08:00:00 AM,15.282,
359,08/27/22 09:00:00 AM,15.664,
360,08/27/22 10:00:00 AM,16.046,
361,08/27/22 11:00:00 AM,16.903,
362,08/27/22 12:00:00 PM,18.996,
363,08/27/22 01:00:00 PM,20.138,
364,08/27/22 02:00:00 PM,21.378,
365,08/27/22 03:00:00 PM,22.812,
366,08/27/22 04:00:00 PM,22.333,
367,08/27/22 05:00:00 PM,21.378,
368,08/27/22 06:00:00 PM,20.615,
369,08/27/22 07:00:00 PM,19.472,
370,08/27/22 08:00:00 PM,18.616,
371,08/27/22 09:00:00 PM,17.950,
372,08/27/22 10:00:00 PM,16.713,
373,08/27/22 11:00:00 PM,15.951,
374,08/28/22 12:00:00 AM,14.804,
375,08/28/22 01:00:00 AM,14.709,
376,08/28/22 02:00:00 AM,14.230,
377,08/28/22 03:00:00 AM,12.787,
378,08/28/22 04:00:00 AM,12.110,
379,08/28/22 05:00:00 AM,11.625,
380,08/28/22 06:00:00 AM,11.139,
381,08/28/22 07:00:00 AM,11.041,
382,08/28/22 08:00:00 AM,12.980,
383,08/28/22 09:00:00 AM,15.378,
384,08/28/22 10:00:00 AM,17.284,
385,08/28/22 11:00:00 AM,19.377,
386,08/28/22 12:00:00 PM,21.664,
387,08/28/22 01:00:00 PM,22.717,
388,08/28/22 02:00:00 PM,23.484,
389,08/28/22 03:00:00 PM,24.738,
390,08/28/22 04:00:00 PM,25.028,
391,08/28/22 05:00:00 PM,25.125,
392,08/28/22 06:00:00 PM,24.062,
393,08/28/22 07:00:00 PM,23.196,
394,08/28/22 08:00:00 PM,21.282,
395,08/28/22 09:00:00 PM,19.282,
396,08/28/22 10:00:00 PM,18.616,
397,08/28/22 11:00:00 PM,18.236,
398,08/29/22 12:00:00 AM,16.808,
399,08/29/22 01:00:00 AM,15.378,
400,08/29/22 02:00:00 AM,14.517,
401,08/29/22 03:00:00 AM,14.038,
402,08/29/22 04:00:00 AM,14.421,
403,08/29/22 05:00:00 AM,13.076,
404,08/29/22 06:00:00 AM,12.497,
405,08/29/22 07:00:00 AM,12.883,
406,08/29/22 08:00:00 AM,13.750,
407,08/29/22 09:00:00 AM,17.855,
408,08/29/22 10:00:00 AM,20.138,
409,08/29/22 11:00:00 AM,22.621,
410,08/29/22 12:00:00 PM,24.351,
411,08/29/22 01:00:00 PM,25.416,
412,08/29/22 02:00:00 PM,26.488,
413,08/29/22 03:00:00 PM,27.272,
414,08/29/22 04:00:00 PM,28.060,
415,08/29/22 05:00:00 PM,27.862,
416,08/29/22 06:00:00 PM,26.977,
417,08/29/22 07:00:00 PM,25.708,
418,08/29/22 08:00:00 PM,23.869,
419,08/29/22 09:00:00 PM,22.525,
420,08/29/22 10:00:00 PM,22.142,
421,08/29/22 11:00:00 PM,21.664,
422,08/30/22 12:00:00 AM,19.472,
423,08/30/22 01:00:00 AM,18.806,
424,08/30/22 02:00:00 AM,18.331,
425,08/30/22 03:00:00 AM,17.094,
426,08/30/22 04:00:00 AM,16.713,
427,08/30/22 05:00:00 AM,16.427,
428,08/30/22 06:00:00 AM,15.760,
429,08/30/22 07:00:00 AM,15.091,
430,08/30/22 08:00:00 AM,16.808,
431,08/30/22 09:00:00 AM,20.615,
432,08/30/22 10:00:00 AM,22.621,
433,08/30/22 11:00:00 AM,24.835,
434,08/30/22 12:00:00 PM,27.173,
435,08/30/22 01:00:00 PM,28.555,
436,08/30/22 02:00:00 PM,29.452,
437,08/30/22 03:00:00 PM,30.558,
438,08/30/22 04:00:00 PM,30.659,
439,08/30/22 05:00:00 PM,30.457,
440,08/30/22 06:00:00 PM,29.752,
441,08/30/22 07:00:00 PM,28.754,
442,08/30/22 08:00:00 PM,26.292,
443,08/30/22 09:00:00 PM,23.388,
444,08/30/22 10:00:00 PM,22.621,
445,08/30/22 11:00:00 PM,21.378,
446,08/31/22 12:00:00 AM,20.710,
447,08/31/22 01:00:00 AM,19.758,
448,08/31/22 02:00:00 AM,19.377,
449,08/31/22 03:00:00 AM,18.521,
450,08/31/22 04:00:00 AM,18.140,
451,08/31/22 05:00:00 AM,18.426,
452,08/31/22 06:00:00 AM,17.760,
453,08/31/22 07:00:00 AM,17.570,
454,08/31/22 08:00:00 AM,19.092,
455,08/31/22 09:00:00 AM,20.424,
456,08/31/22 10:00:00 AM,22.525,
457,08/31/22 11:00:00 AM,24.448,
458,08/31/22 12:00:00 PM,26.879,
459,08/31/22 01:00:00 PM,28.655,
460,08/31/22 02:00:00 PM,29.752,
461,08/31/22 03:00:00 PM,29.452,
462,08/31/22 04:00:00 PM,29.552,
463,08/31/22 05:00:00 PM,27.075,
464,08/31/22 06:00:00 PM,24.255,
465,08/31/22 07:00:00 PM,21.760,
466,08/31/22 08:00:00 PM,19.948,
467,08/31/22 09:00:00 PM,18.711,
468,08/31/22 10:00:00 PM,18.236,
469,08/31/22 11:00:00 PM,17.475,
470,09/01/22 12:00:00 AM,16.808,
471,09/01/22 01:00:00 AM,16.523,
472,09/01/22 02:00:00 AM,15.855,
473,09/01/22 03:00:00 AM,16.237,
474,09/01/22 04:00:00 AM,16.332,
475,09/01/22 05:00:00 AM,16.046,
476,09/01/22 06:00:00 AM,15.855,
477,09/01/22 07:00:00 AM,15.951,
478,09/01/22 08:00:00 AM,15.855,
479,09/01/22 09:00:00 AM,15.951,
480,09/01/22 10:00:00 AM,16.427,
481,09/01/22 11:00:00 AM,17.189,
482,09/01/22 12:00:00 PM,18.331,
483,09/01/22 01:00:00 PM,21.664,
484,09/01/22 02:00:00 PM,23.869,
485,09/01/22 03:00:00 PM,26.195,
486,09/01/22 04:00:00 PM,26.977,
487,09/01/22 05:00:00 PM,27.272,
488,09/01/22 06:00:00 PM,26.195,
489,09/01/22 07:00:00 PM,25.028,
490,09/01/22 08:00:00 PM,22.525,
491,09/01/22 09:00:00 PM,19.472,
492,09/01/22 10:00:00 PM,18.711,
493,09/01/22 11:00:00 PM,17.665,
494,09/02/22 12:00:00 AM,17.094,
495,09/02/22 01:00:00 AM,15.569,
496,09/02/22 02:00:00 AM,14.996,
497,09/02/22 03:00:00 AM,14.900,
498,09/02/22 04:00:00 AM,14.421,
499,09/02/22 05:00:00 AM,13.846,
500,09/02/22 06:00:00 AM,14.134,
501,09/02/22 07:00:00 AM,13.461,
502,09/02/22 08:00:00 AM,15.282,
503,09/02/22 09:00:00 AM,16.141,
504,09/02/22 10:00:00 AM,17.189,
505,09/02/22 11:00:00 AM,20.996,
506,09/02/22 12:00:00 PM,23.388,
507,09/02/22 01:00:00 PM,25.513,
508,09/02/22 02:00:00 PM,26.585,
509,09/02/22 03:00:00 PM,27.665,
510,09/02/22 04:00:00 PM,27.961,
511,09/02/22 05:00:00 PM,29.352,
512,09/02/22 06:00:00 PM,27.862,
513,09/02/22 07:00:00 PM,24.448,
514,09/02/22 08:00:00 PM,21.187,
515,09/02/22 09:00:00 PM,17.570,
516,09/02/22 10:00:00 PM,15.951,
517,09/02/22 11:00:00 PM,16.332,
518,09/03/22 12:00:00 AM,16.237,
519,09/03/22 01:00:00 AM,15.760,
520,09/03/22 02:00:00 AM,15.664,
521,09/03/22 03:00:00 AM,16.046,
522,09/03/22 04:00:00 AM,16.332,
523,09/03/22 05:00:00 AM,16.237,
524,09/03/22 06:00:00 AM,15.473,
525,09/03/22 07:00:00 AM,15.760,
526,09/03/22 08:00:00 AM,15.664,
527,09/03/22 09:00:00 AM,15.760,
528,09/03/22 10:00:00 AM,17.475,
529,09/03/22 11:00:00 AM,18.901,
530,09/03/22 12:00:00 PM,18.996,
531,09/03/22 01:00:00 PM,19.758,
532,09/03/22 02:00:00 PM,20.710,
533,09/03/22 03:00:00 PM,22.429,
534,09/03/22 04:00:00 PM,23.100,
535,09/03/22 05:00:00 PM,24.062,
536,09/03/22 06:00:00 PM,23.869,
537,09/03/22 07:00:00 PM,22.812,
538,09/03/22 08:00:00 PM,20.615,
539,09/03/22 09:00:00 PM,18.806,
540,09/03/22 10:00:00 PM,17.475,
541,09/03/22 11:00:00 PM,16.903,
542,09/04/22 12:00:00 AM,16.332,
543,09/04/22 01:00:00 AM,15.760,
544,09/04/22 02:00:00 AM,14.900,
545,09/04/22 03:00:00 AM,14.613,
546,09/04/22 04:00:00 AM,14.038,
547,09/04/22 05:00:00 AM,13.654,
548,09/04/22 06:00:00 AM,13.558,
549,09/04/22 07:00:00 AM,13.750,
550,09/04/22 08:00:00 AM,15.473,
551,09/04/22 09:00:00 AM,18.521,
552,09/04/22 10:00:00 AM,20.710,
553,09/04/22 11:00:00 AM,22.621,
554,09/04/22 12:00:00 PM,23.100,
555,09/04/22 01:00:00 PM,23.004,
556,09/04/22 02:00:00 PM,26.390,
557,09/04/22 03:00:00 PM,24.062,
558,09/04/22 04:00:00 PM,23.966,
559,09/04/22 05:00:00 PM,22.333,
560,09/04/22 06:00:00 PM,21.091,
561,09/04/22 07:00:00 PM,20.234,
562,09/04/22 08:00:00 PM,19.377,
563,09/04/22 09:00:00 PM,18.711,
564,09/04/22 10:00:00 PM,18.140,
565,09/04/22 11:00:00 PM,17.950,
566,09/05/22 12:00:00 AM,16.427,
567,09/05/22 01:00:00 AM,16.427,
568,09/05/22 02:00:00 AM,16.141,
569,09/05/22 03:00:00 AM,15.378,
570,09/05/22 04:00:00 AM,15.664,
571,09/05/22 05:00:00 AM,15.282,
572,09/05/22 06:00:00 AM,15.091,
573,09/05/22 07:00:00 AM,15.187,
574,09/05/22 08:00:00 AM,15.473,
575,09/05/22 09:00:00 AM,16.427,
576,09/05/22 10:00:00 AM,17.094,
577,09/05/22 11:00:00 AM,19.282,
578,09/05/22 12:00:00 PM,21.569,
579,09/05/22 01:00:00 PM,22.238,
580,09/05/22 02:00:00 PM,22.812,
581,09/05/22 03:00:00 PM,23.484,
582,09/05/22 04:00:00 PM,23.388,
583,09/05/22 05:00:00 PM,22.908,
584,09/05/22 06:00:00 PM,22.429,
585,09/05/22 07:00:00 PM,20.710,
586,09/05/22 08:00:00 PM,19.187,
587,09/05/22 09:00:00 PM,18.426,
588,09/05/22 10:00:00 PM,16.903,
589,09/05/22 11:00:00 PM,16.237,
590,09/06/22 12:00:00 AM,16.141,
591,09/06/22 01:00:00 AM,15.282,
592,09/06/22 02:00:00 AM,13.269,
593,09/06/22 03:00:00 AM,12.304,
594,09/06/22 04:00:00 AM,11.916,
595,09/06/22 05:00:00 AM,10.748,
596,09/06/22 06:00:00 AM,11.139,
597,09/06/22 07:00:00 AM,10.651,
598,09/06/22 08:00:00 AM,12.304,
599,09/06/22 09:00:00 AM,16.713,
600,09/06/22 10:00:00 AM,18.140,
601,09/06/22 11:00:00 AM,20.424,
602,09/06/22 12:00:00 PM,22.908,
603,09/06/22 01:00:00 PM,23.966,
604,09/06/22 02:00:00 PM,24.835,
605,09/06/22 03:00:00 PM,25.610,
606,09/06/22 04:00:00 PM,26.000,
607,09/06/22 05:00:00 PM,25.416,
608,09/06/22 06:00:00 PM,24.835,
609,09/06/22 07:00:00 PM,23.004,
610,09/06/22 08:00:00 PM,20.519,
611,09/06/22 09:00:00 PM,18.996,
612,09/06/22 10:00:00 PM,17.760,
613,09/06/22 11:00:00 PM,15.855,
614,09/07/22 12:00:00 AM,15.187,
615,09/07/22 01:00:00 AM,14.230,
616,09/07/22 02:00:00 AM,13.654,
617,09/07/22 03:00:00 AM,13.269,
618,09/07/22 04:00:00 AM,13.173,
619,09/07/22 05:00:00 AM,12.883,
620,09/07/22 06:00:00 AM,13.461,
621,09/07/22 07:00:00 AM,13.365,
622,09/07/22 08:00:00 AM,14.613,
623,09/07/22 09:00:00 AM,18.045,
624,09/07/22 10:00:00 AM,19.948,
625,09/07/22 11:00:00 AM,20.615,
626,09/07/22 12:00:00 PM,22.621,
627,09/07/22 01:00:00 PM,23.966,
628,09/07/22 02:00:00 PM,24.835,
629,09/07/22 03:00:00 PM,25.125,
