"Plot Title: 21119940"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 21119940, SEN S/N: 21119940)","Coupler Attached (LGR S/N: 21119940)","Host Connected (LGR S/N: 21119940)","Coupler Detached (LGR S/N: 21119940)","End Of File (LGR S/N: 21119940)"
161,10/01/21 05:00:00 AM,11.528,,,,
162,10/01/21 06:00:00 AM,11.722,,,,
163,10/01/21 07:00:00 AM,10.553,,,,
164,10/01/21 08:00:00 AM,10.846,,,,
165,10/01/21 09:00:00 AM,12.787,,,,
166,10/01/21 10:00:00 AM,14.421,,,,
167,10/01/21 11:00:00 AM,15.473,,,,
168,10/01/21 12:00:00 PM,16.523,,,,
169,10/01/21 01:00:00 PM,18.236,,,,
170,10/01/21 02:00:00 PM,23.196,,,,
171,10/01/21 03:00:00 PM,25.416,,,,
172,10/01/21 04:00:00 PM,25.125,,,,
173,10/01/21 05:00:00 PM,23.677,,,,
174,10/01/21 06:00:00 PM,16.237,,,,
175,10/01/21 07:00:00 PM,13.269,,,,
176,10/01/21 08:00:00 PM,12.304,,,,
177,10/01/21 09:00:00 PM,11.722,,,,
178,10/01/21 10:00:00 PM,10.944,,,,
179,10/01/21 11:00:00 PM,10.553,,,,
180,10/02/21 12:00:00 AM,9.275,,,,
181,10/02/21 01:00:00 AM,8.382,,,,
182,10/02/21 02:00:00 AM,7.882,,,,
183,10/02/21 03:00:00 AM,7.582,,,,
184,10/02/21 04:00:00 AM,6.775,,,,
185,10/02/21 05:00:00 AM,6.978,,,,
186,10/02/21 06:00:00 AM,7.983,,,,
187,10/02/21 07:00:00 AM,7.682,,,,
188,10/02/21 08:00:00 AM,8.481,,,,
189,10/02/21 09:00:00 AM,10.553,,,,
190,10/02/21 10:00:00 AM,14.230,,,,
191,10/02/21 11:00:00 AM,15.187,,,,
192,10/02/21 12:00:00 PM,16.523,,,,
193,10/02/21 01:00:00 PM,19.567,,,,
194,10/02/21 02:00:00 PM,28.853,,,,
195,10/02/21 03:00:00 PM,28.555,,,,
196,10/02/21 04:00:00 PM,28.655,,,,
197,10/02/21 05:00:00 PM,30.659,,,,
198,10/02/21 06:00:00 PM,18.806,,,,
199,10/02/21 07:00:00 PM,16.237,,,,
200,10/02/21 08:00:00 PM,14.804,,,,
201,10/02/21 09:00:00 PM,13.558,,,,
202,10/02/21 10:00:00 PM,12.980,,,,
203,10/02/21 11:00:00 PM,12.304,,,,
204,10/03/21 12:00:00 AM,11.819,,,,
205,10/03/21 01:00:00 AM,11.625,,,,
206,10/03/21 02:00:00 AM,11.916,,,,
207,10/03/21 03:00:00 AM,12.401,,,,
208,10/03/21 04:00:00 AM,12.401,,,,
209,10/03/21 05:00:00 AM,12.401,,,,
210,10/03/21 06:00:00 AM,12.497,,,,
211,10/03/21 07:00:00 AM,12.594,,,,
212,10/03/21 08:00:00 AM,12.110,,,,
213,10/03/21 09:00:00 AM,13.269,,,,
214,10/03/21 10:00:00 AM,13.365,,,,
215,10/03/21 11:00:00 AM,14.804,,,,
216,10/03/21 12:00:00 PM,14.230,,,,
217,10/03/21 01:00:00 PM,16.713,,,,
218,10/03/21 02:00:00 PM,14.325,,,,
219,10/03/21 03:00:00 PM,16.046,,,,
220,10/03/21 04:00:00 PM,16.141,,,,
221,10/03/21 05:00:00 PM,15.091,,,,
222,10/03/21 06:00:00 PM,13.558,,,,
223,10/03/21 07:00:00 PM,13.173,,,,
224,10/03/21 08:00:00 PM,12.594,,,,
225,10/03/21 09:00:00 PM,11.625,,,,
226,10/03/21 10:00:00 PM,12.110,,,,
227,10/03/21 11:00:00 PM,11.625,,,,
228,10/04/21 12:00:00 AM,11.625,,,,
229,10/04/21 01:00:00 AM,11.528,,,,
230,10/04/21 02:00:00 AM,11.334,,,,
231,10/04/21 03:00:00 AM,11.334,,,,
232,10/04/21 04:00:00 AM,11.236,,,,
233,10/04/21 05:00:00 AM,11.334,,,,
234,10/04/21 06:00:00 AM,11.334,,,,
235,10/04/21 07:00:00 AM,11.139,,,,
236,10/04/21 08:00:00 AM,11.431,,,,
237,10/04/21 09:00:00 AM,11.722,,,,
238,10/04/21 10:00:00 AM,12.013,,,,
239,10/04/21 11:00:00 AM,14.517,,,,
240,10/04/21 12:00:00 PM,15.569,,,,
241,10/04/21 01:00:00 PM,16.046,,,,
242,10/04/21 02:00:00 PM,16.808,,,,
243,10/04/21 02:33:21 PM,,Logged,,,
244,10/04/21 02:33:30 PM,,,Logged,,
245,10/04/21 02:34:05 PM,,,,Logged,
246,10/04/21 02:35:13 PM,,Logged,,,
247,10/04/21 02:35:20 PM,,,Logged,,
248,10/04/21 02:35:34 PM,,,,Logged,
249,10/04/21 03:00:00 PM,20.234,,,,
250,10/04/21 04:00:00 PM,18.996,,,,
251,10/04/21 05:00:00 PM,23.004,,,,
252,10/04/21 06:00:00 PM,16.427,,,,
253,10/04/21 07:00:00 PM,14.134,,,,
254,10/04/21 08:00:00 PM,13.173,,,,
255,10/04/21 09:00:00 PM,12.980,,,,
256,10/04/21 10:00:00 PM,12.304,,,,
257,10/04/21 11:00:00 PM,11.625,,,,
258,10/05/21 12:00:00 AM,11.041,,,,
259,10/05/21 01:00:00 AM,10.944,,,,
260,10/05/21 02:00:00 AM,9.866,,,,
261,10/05/21 03:00:00 AM,9.077,,,,
262,10/05/21 04:00:00 AM,9.571,,,,
263,10/05/21 05:00:00 AM,9.965,,,,
264,10/05/21 06:00:00 AM,11.041,,,,
265,10/05/21 07:00:00 AM,11.236,,,,
266,10/05/21 08:00:00 AM,11.722,,,,
267,10/05/21 09:00:00 AM,12.013,,,,
268,10/05/21 10:00:00 AM,11.916,,,,
269,10/05/21 11:00:00 AM,12.401,,,,
270,10/05/21 12:00:00 PM,12.497,,,,
271,10/05/21 01:00:00 PM,12.497,,,,
272,10/05/21 02:00:00 PM,13.654,,,,
273,10/05/21 03:00:00 PM,13.173,,,,
274,10/05/21 04:00:00 PM,12.980,,,,
275,10/05/21 05:00:00 PM,15.664,,,,
276,10/05/21 06:00:00 PM,13.461,,,,
277,10/05/21 07:00:00 PM,11.431,,,,
278,10/05/21 08:00:00 PM,10.651,,,,
279,10/05/21 09:00:00 PM,9.768,,,,
280,10/05/21 10:00:00 PM,8.879,,,,
281,10/05/21 11:00:00 PM,7.983,,,,
282,10/06/21 12:00:00 AM,7.983,,,,
283,10/06/21 01:00:00 AM,7.983,,,,
284,10/06/21 02:00:00 AM,8.978,,,,
285,10/06/21 03:00:00 AM,8.082,,,,
286,10/06/21 04:00:00 AM,8.282,,,,
287,10/06/21 05:00:00 AM,7.882,,,,
288,10/06/21 06:00:00 AM,8.282,,,,
289,10/06/21 07:00:00 AM,8.581,,,,
290,10/06/21 08:00:00 AM,8.382,,,,
291,10/06/21 09:00:00 AM,10.063,,,,
292,10/06/21 10:00:00 AM,12.594,,,,
293,10/06/21 11:00:00 AM,12.690,,,,
294,10/06/21 12:00:00 PM,11.431,,,,
295,10/06/21 01:00:00 PM,12.594,,,,
296,10/06/21 02:00:00 PM,15.473,,,,
297,10/06/21 03:00:00 PM,14.996,,,,
298,10/06/21 04:00:00 PM,17.760,,,,
299,10/06/21 05:00:00 PM,23.100,,,,
300,10/06/21 06:00:00 PM,12.883,,,,
301,10/06/21 07:00:00 PM,11.334,,,,
302,10/06/21 08:00:00 PM,10.553,,,,
303,10/06/21 09:00:00 PM,8.879,,,,
304,10/06/21 10:00:00 PM,8.382,,,,
305,10/06/21 11:00:00 PM,6.978,,,,
306,10/07/21 12:00:00 AM,6.978,,,,
307,10/07/21 01:00:00 AM,7.682,,,,
308,10/07/21 02:00:00 AM,6.877,,,,
309,10/07/21 03:00:00 AM,6.370,,,,
310,10/07/21 04:00:00 AM,6.370,,,,
311,10/07/21 05:00:00 AM,5.450,,,,
312,10/07/21 06:00:00 AM,5.655,,,,
313,10/07/21 07:00:00 AM,4.727,,,,
314,10/07/21 08:00:00 AM,4.519,,,,
315,10/07/21 09:00:00 AM,7.983,,,,
316,10/07/21 10:00:00 AM,11.236,,,,
317,10/07/21 11:00:00 AM,12.110,,,,
318,10/07/21 12:00:00 PM,13.173,,,,
319,10/07/21 01:00:00 PM,13.846,,,,
320,10/07/21 02:00:00 PM,19.187,,,,
321,10/07/21 03:00:00 PM,19.948,,,,
322,10/07/21 04:00:00 PM,21.760,,,,
323,10/07/21 05:00:00 PM,21.091,,,,
324,10/07/21 06:00:00 PM,13.269,,,,
325,10/07/21 07:00:00 PM,10.846,,,,
326,10/07/21 08:00:00 PM,9.571,,,,
327,10/07/21 09:00:00 PM,9.077,,,,
328,10/07/21 10:00:00 PM,9.077,,,,
329,10/07/21 11:00:00 PM,7.280,,,,
330,10/08/21 12:00:00 AM,6.064,,,,
331,10/08/21 01:00:00 AM,4.727,,,,
332,10/08/21 02:00:00 AM,4.207,,,,
333,10/08/21 03:00:00 AM,4.415,,,,
334,10/08/21 04:00:00 AM,4.623,,,,
335,10/08/21 05:00:00 AM,5.757,,,,
336,10/08/21 06:00:00 AM,6.166,,,,
337,10/08/21 07:00:00 AM,6.166,,,,
338,10/08/21 08:00:00 AM,6.268,,,,
339,10/08/21 09:00:00 AM,7.882,,,,
340,10/08/21 10:00:00 AM,8.779,,,,
341,10/08/21 11:00:00 AM,11.625,,,,
342,10/08/21 12:00:00 PM,15.187,,,,
343,10/08/21 01:00:00 PM,14.613,,,,
344,10/08/21 02:00:00 PM,20.901,,,,
345,10/08/21 03:00:00 PM,22.525,,,,
346,10/08/21 04:00:00 PM,24.255,,,,
347,10/08/21 05:00:00 PM,27.272,,,,
348,10/08/21 06:00:00 PM,14.709,,,,
349,10/08/21 07:00:00 PM,12.207,,,,
350,10/08/21 08:00:00 PM,10.357,,,,
351,10/08/21 09:00:00 PM,9.077,,,,
352,10/08/21 10:00:00 PM,7.882,,,,
353,10/08/21 11:00:00 PM,7.079,,,,
354,10/09/21 12:00:00 AM,6.877,,,,
355,10/09/21 01:00:00 AM,6.268,,,,
356,10/09/21 02:00:00 AM,6.268,,,,
357,10/09/21 03:00:00 AM,5.552,,,,
358,10/09/21 04:00:00 AM,6.471,,,,
359,10/09/21 05:00:00 AM,7.079,,,,
360,10/09/21 06:00:00 AM,7.481,,,,
361,10/09/21 07:00:00 AM,7.582,,,,
362,10/09/21 08:00:00 AM,8.282,,,,
363,10/09/21 09:00:00 AM,9.373,,,,
364,10/09/21 10:00:00 AM,11.722,,,,
365,10/09/21 11:00:00 AM,14.900,,,,
366,10/09/21 12:00:00 PM,14.900,,,,
367,10/09/21 01:00:00 PM,15.378,,,,
368,10/09/21 02:00:00 PM,15.091,,,,
369,10/09/21 03:00:00 PM,15.569,,,,
370,10/09/21 04:00:00 PM,14.996,,,,
371,10/09/21 05:00:00 PM,14.900,,,,
372,10/09/21 06:00:00 PM,14.230,,,,
373,10/09/21 07:00:00 PM,13.942,,,,
374,10/09/21 08:00:00 PM,13.750,,,,
375,10/09/21 09:00:00 PM,11.916,,,,
376,10/09/21 10:00:00 PM,11.431,,,,
377,10/09/21 11:00:00 PM,11.334,,,,
378,10/10/21 12:00:00 AM,11.916,,,,
379,10/10/21 01:00:00 AM,12.690,,,,
380,10/10/21 02:00:00 AM,11.819,,,,
381,10/10/21 03:00:00 AM,11.528,,,,
382,10/10/21 04:00:00 AM,10.651,,,,
383,10/10/21 05:00:00 AM,9.965,,,,
384,10/10/21 06:00:00 AM,9.275,,,,
385,10/10/21 07:00:00 AM,8.581,,,,
386,10/10/21 08:00:00 AM,9.077,,,,
387,10/10/21 09:00:00 AM,8.879,,,,
388,10/10/21 10:00:00 AM,10.846,,,,
389,10/10/21 11:00:00 AM,12.110,,,,
390,10/10/21 12:00:00 PM,13.558,,,,
391,10/10/21 01:00:00 PM,16.141,,,,
392,10/10/21 02:00:00 PM,18.045,,,,
393,10/10/21 03:00:00 PM,20.901,,,,
394,10/10/21 04:00:00 PM,14.900,,,,
395,10/10/21 05:00:00 PM,14.613,,,,
396,10/10/21 06:00:00 PM,12.594,,,,
397,10/10/21 07:00:00 PM,11.236,,,,
398,10/10/21 08:00:00 PM,9.866,,,,
399,10/10/21 09:00:00 PM,9.077,,,,
400,10/10/21 10:00:00 PM,7.381,,,,
401,10/10/21 11:00:00 PM,7.179,,,,
402,10/11/21 12:00:00 AM,6.674,,,,
403,10/11/21 01:00:00 AM,6.674,,,,
404,10/11/21 02:00:00 AM,6.674,,,,
405,10/11/21 03:00:00 AM,6.978,,,,
406,10/11/21 04:00:00 AM,5.962,,,,
407,10/11/21 05:00:00 AM,5.347,,,,
408,10/11/21 06:00:00 AM,4.415,,,,
409,10/11/21 07:00:00 AM,4.102,,,,
410,10/11/21 08:00:00 AM,5.450,,,,
411,10/11/21 09:00:00 AM,6.877,,,,
412,10/11/21 10:00:00 AM,9.571,,,,
413,10/11/21 11:00:00 AM,9.275,,,,
414,10/11/21 12:00:00 PM,11.041,,,,
415,10/11/21 01:00:00 PM,12.207,,,,
416,10/11/21 02:00:00 PM,13.846,,,,
417,10/11/21 03:00:00 PM,17.284,,,,
418,10/11/21 04:00:00 PM,18.521,,,,
419,10/11/21 05:00:00 PM,19.472,,,,
420,10/11/21 06:00:00 PM,15.187,,,,
421,10/11/21 07:00:00 PM,9.472,,,,
422,10/11/21 08:00:00 PM,7.582,,,,
423,10/11/21 09:00:00 PM,6.166,,,,
424,10/11/21 10:00:00 PM,5.037,,,,
425,10/11/21 11:00:00 PM,4.102,,,,
426,10/12/21 12:00:00 AM,3.472,,,,
427,10/12/21 01:00:00 AM,3.049,,,,
428,10/12/21 02:00:00 AM,2.410,,,,
429,10/12/21 03:00:00 AM,1.980,,,,
430,10/12/21 04:00:00 AM,1.548,,,,
431,10/12/21 05:00:00 AM,1.112,,,,
432,10/12/21 06:00:00 AM,0.784,,,,
433,10/12/21 07:00:00 AM,0.784,,,,
434,10/12/21 08:00:00 AM,1.330,,,,
435,10/12/21 09:00:00 AM,3.788,,,,
436,10/12/21 10:00:00 AM,5.552,,,,
437,10/12/21 11:00:00 AM,7.582,,,,
438,10/12/21 12:00:00 PM,10.063,,,,
439,10/12/21 01:00:00 PM,10.846,,,,
440,10/12/21 02:00:00 PM,10.944,,,,
441,10/12/21 03:00:00 PM,11.819,,,,
442,10/12/21 04:00:00 PM,11.625,,,,
443,10/12/21 05:00:00 PM,11.139,,,,
444,10/12/21 06:00:00 PM,8.779,,,,
445,10/12/21 07:00:00 PM,7.882,,,,
446,10/12/21 08:00:00 PM,7.280,,,,
447,10/12/21 09:00:00 PM,6.877,,,,
448,10/12/21 10:00:00 PM,6.775,,,,
449,10/12/21 11:00:00 PM,6.877,,,,
450,10/13/21 12:00:00 AM,6.775,,,,
451,10/13/21 01:00:00 AM,6.978,,,,
452,10/13/21 02:00:00 AM,7.079,,,,
453,10/13/21 03:00:00 AM,6.877,,,,
454,10/13/21 04:00:00 AM,6.573,,,,
455,10/13/21 05:00:00 AM,6.877,,,,
456,10/13/21 06:00:00 AM,7.079,,,,
457,10/13/21 07:00:00 AM,6.775,,,,
458,10/13/21 08:00:00 AM,5.860,,,,
459,10/13/21 09:00:00 AM,7.280,,,,
460,10/13/21 10:00:00 AM,10.259,,,,
461,10/13/21 11:00:00 AM,11.236,,,,
462,10/13/21 12:00:00 PM,11.916,,,,
463,10/13/21 01:00:00 PM,13.461,,,,
464,10/13/21 02:00:00 PM,13.846,,,,
465,10/13/21 03:00:00 PM,14.134,,,,
466,10/13/21 04:00:00 PM,14.709,,,,
467,10/13/21 05:00:00 PM,12.690,,,,
468,10/13/21 06:00:00 PM,11.236,,,,
469,10/13/21 07:00:00 PM,10.651,,,,
470,10/13/21 08:00:00 PM,9.965,,,,
471,10/13/21 09:00:00 PM,8.978,,,,
472,10/13/21 10:00:00 PM,9.077,,,,
473,10/13/21 11:00:00 PM,8.779,,,,
474,10/14/21 12:00:00 AM,8.779,,,,
475,10/14/21 01:00:00 AM,8.978,,,,
476,10/14/21 02:00:00 AM,8.382,,,,
477,10/14/21 03:00:00 AM,7.782,,,,
478,10/14/21 04:00:00 AM,7.983,,,,
479,10/14/21 05:00:00 AM,8.082,,,,
480,10/14/21 06:00:00 AM,8.182,,,,
481,10/14/21 07:00:00 AM,8.282,,,,
482,10/14/21 08:00:00 AM,8.779,,,,
483,10/14/21 09:00:00 AM,10.161,,,,
484,10/14/21 10:00:00 AM,12.787,,,,
485,10/14/21 11:00:00 AM,13.942,,,,
486,10/14/21 12:00:00 PM,15.091,,,,
487,10/14/21 01:00:00 PM,17.094,,,,
488,10/14/21 02:00:00 PM,18.996,,,,
489,10/14/21 03:00:00 PM,14.325,,,,
490,10/14/21 04:00:00 PM,15.569,,,,
491,10/14/21 05:00:00 PM,14.421,,,,
492,10/14/21 06:00:00 PM,12.304,,,,
493,10/14/21 07:00:00 PM,11.528,,,,
494,10/14/21 08:00:00 PM,11.334,,,,
495,10/14/21 09:00:00 PM,11.528,,,,
496,10/14/21 10:00:00 PM,11.334,,,,
497,10/14/21 11:00:00 PM,11.431,,,,
498,10/15/21 12:00:00 AM,10.944,,,,
499,10/15/21 01:00:00 AM,10.944,,,,
500,10/15/21 02:00:00 AM,11.041,,,,
501,10/15/21 03:00:00 AM,11.139,,,,
502,10/15/21 04:00:00 AM,11.431,,,,
503,10/15/21 05:00:00 AM,11.528,,,,
504,10/15/21 06:00:00 AM,11.625,,,,
505,10/15/21 07:00:00 AM,11.722,,,,
506,10/15/21 08:00:00 AM,12.110,,,,
507,10/15/21 09:00:00 AM,12.594,,,,
508,10/15/21 10:00:00 AM,13.269,,,,
509,10/15/21 11:00:00 AM,15.187,,,,
510,10/15/21 12:00:00 PM,17.379,,,,
511,10/15/21 01:00:00 PM,19.187,,,,
512,10/15/21 02:00:00 PM,19.282,,,,
513,10/15/21 03:00:00 PM,21.951,,,,
514,10/15/21 04:00:00 PM,18.806,,,,
515,10/15/21 05:00:00 PM,21.473,,,,
516,10/15/21 06:00:00 PM,16.523,,,,
517,10/15/21 07:00:00 PM,15.473,,,,
518,10/15/21 08:00:00 PM,15.282,,,,
519,10/15/21 09:00:00 PM,14.996,,,,
520,10/15/21 10:00:00 PM,14.709,,,,
521,10/15/21 11:00:00 PM,14.230,,,,
522,10/16/21 12:00:00 AM,14.134,,,,
523,10/16/21 01:00:00 AM,13.942,,,,
524,10/16/21 02:00:00 AM,13.365,,,,
525,10/16/21 03:00:00 AM,13.269,,,,
526,10/16/21 04:00:00 AM,13.076,,,,
527,10/16/21 05:00:00 AM,13.558,,,,
528,10/16/21 06:00:00 AM,14.038,,,,
529,10/16/21 07:00:00 AM,14.230,,,,
530,10/16/21 08:00:00 AM,14.517,,,,
531,10/16/21 09:00:00 AM,15.569,,,,
532,10/16/21 10:00:00 AM,16.523,,,,
533,10/16/21 11:00:00 AM,17.950,,,,
534,10/16/21 12:00:00 PM,19.567,,,,
535,10/16/21 01:00:00 PM,20.424,,,,
536,10/16/21 02:00:00 PM,23.292,,,,
537,10/16/21 03:00:00 PM,23.484,,,,
538,10/16/21 04:00:00 PM,20.710,,,,
539,10/16/21 05:00:00 PM,19.282,,,,
540,10/16/21 06:00:00 PM,17.284,,,,
541,10/16/21 07:00:00 PM,16.141,,,,
542,10/16/21 08:00:00 PM,16.427,,,,
543,10/16/21 09:00:00 PM,16.046,,,,
544,10/16/21 10:00:00 PM,15.091,,,,
545,10/16/21 11:00:00 PM,14.900,,,,
546,10/17/21 12:00:00 AM,14.517,,,,
547,10/17/21 01:00:00 AM,13.750,,,,
548,10/17/21 02:00:00 AM,12.787,,,,
