#,Date-Time (PDT),Temperature   (°C),Host Connected,End of File
94,06/25/2024 07:00:00,13.60,,
95,06/25/2024 08:00:00,14.84,,
96,06/25/2024 09:00:00,17.03,,
97,06/25/2024 10:00:00,18.40,,
98,06/25/2024 11:00:00,19.52,,
99,06/25/2024 12:00:00,20.85,,
100,06/25/2024 13:00:00,21.83,,
101,06/25/2024 14:00:00,23.03,,
102,06/25/2024 15:00:00,24.32,,
103,06/25/2024 16:00:00,25.05,,
104,06/25/2024 17:00:00,25.69,,
105,06/25/2024 18:00:00,25.65,,
106,06/25/2024 19:00:00,25.22,,
107,06/25/2024 20:00:00,24.79,,
108,06/25/2024 21:00:00,22.43,,
109,06/25/2024 22:00:00,20.33,,
110,06/25/2024 23:00:00,19.17,,
111,06/26/2024 00:00:00,17.97,,
112,06/26/2024 01:00:00,17.11,,
113,06/26/2024 02:00:00,16.30,,
114,06/26/2024 03:00:00,15.74,,
115,06/26/2024 04:00:00,15.18,,
116,06/26/2024 05:00:00,14.20,,
117,06/26/2024 06:00:00,14.37,,
118,06/26/2024 07:00:00,15.01,,
119,06/26/2024 08:00:00,14.88,,
120,06/26/2024 09:00:00,15.36,,
121,06/26/2024 10:00:00,16.94,,
122,06/26/2024 11:00:00,18.19,,
123,06/26/2024 12:00:00,18.87,,
124,06/26/2024 13:00:00,18.87,,
125,06/26/2024 14:00:00,19.22,,
126,06/26/2024 15:00:00,19.35,,
127,06/26/2024 16:00:00,18.96,,
128,06/26/2024 17:00:00,17.93,,
129,06/26/2024 18:00:00,18.02,,
130,06/26/2024 19:00:00,16.56,,
131,06/26/2024 20:00:00,15.53,,
132,06/26/2024 21:00:00,15.18,,
133,06/26/2024 22:00:00,14.58,,
134,06/26/2024 23:00:00,14.37,,
135,06/27/2024 00:00:00,13.77,,
136,06/27/2024 01:00:00,13.77,,
137,06/27/2024 02:00:00,13.98,,
138,06/27/2024 03:00:00,13.51,,
139,06/27/2024 04:00:00,13.51,,
140,06/27/2024 05:00:00,13.47,,
141,06/27/2024 06:00:00,13.51,,
142,06/27/2024 07:00:00,13.60,,
143,06/27/2024 08:00:00,14.07,,
144,06/27/2024 09:00:00,14.93,,
145,06/27/2024 10:00:00,15.06,,
146,06/27/2024 11:00:00,15.78,,
147,06/27/2024 12:00:00,18.19,,
148,06/27/2024 13:00:00,18.79,,
149,06/27/2024 14:00:00,19.69,,
150,06/27/2024 15:00:00,19.86,,
151,06/27/2024 16:00:00,19.82,,
152,06/27/2024 17:00:00,19.00,,
153,06/27/2024 18:00:00,18.66,,
154,06/27/2024 19:00:00,17.89,,
155,06/27/2024 20:00:00,16.86,,
156,06/27/2024 21:00:00,16.04,,
157,06/27/2024 22:00:00,15.27,,
158,06/27/2024 23:00:00,14.50,,
159,06/28/2024 00:00:00,14.15,,
160,06/28/2024 01:00:00,14.24,,
161,06/28/2024 02:00:00,13.60,,
162,06/28/2024 03:00:00,13.34,,
163,06/28/2024 04:00:00,12.91,,
164,06/28/2024 05:00:00,12.57,,
165,06/28/2024 06:00:00,12.78,,
166,06/28/2024 07:00:00,13.21,,
167,06/28/2024 08:00:00,13.55,,
168,06/28/2024 09:00:00,14.28,,
169,06/28/2024 10:00:00,14.93,,
170,06/28/2024 11:00:00,16.13,,
171,06/28/2024 12:00:00,17.16,,
172,06/28/2024 13:00:00,18.36,,
173,06/28/2024 14:00:00,19.52,,
174,06/28/2024 15:00:00,20.76,,
175,06/28/2024 16:00:00,21.06,,
176,06/28/2024 17:00:00,21.19,,
177,06/28/2024 18:00:00,21.06,,
178,06/28/2024 19:00:00,21.19,,
179,06/28/2024 20:00:00,20.76,,
180,06/28/2024 21:00:00,20.12,,
181,06/28/2024 22:00:00,19.05,,
182,06/28/2024 23:00:00,17.76,,
183,06/29/2024 00:00:00,17.16,,
184,06/29/2024 01:00:00,16.90,,
185,06/29/2024 02:00:00,16.51,,
186,06/29/2024 03:00:00,16.00,,
187,06/29/2024 04:00:00,15.01,,
188,06/29/2024 05:00:00,14.41,,
189,06/29/2024 06:00:00,13.98,,
190,06/29/2024 07:00:00,14.24,,
191,06/29/2024 08:00:00,15.87,,
192,06/29/2024 09:00:00,18.27,,
193,06/29/2024 10:00:00,20.25,,
194,06/29/2024 11:00:00,21.49,,
195,06/29/2024 12:00:00,22.78,,
196,06/29/2024 13:00:00,23.21,,
197,06/29/2024 14:00:00,23.42,,
198,06/29/2024 15:00:00,23.42,,
199,06/29/2024 16:00:00,22.82,,
200,06/29/2024 17:00:00,21.10,,
201,06/29/2024 18:00:00,19.52,,
202,06/29/2024 19:00:00,18.23,,
203,06/29/2024 20:00:00,17.50,,
204,06/29/2024 21:00:00,17.37,,
205,06/29/2024 22:00:00,17.29,,
206,06/29/2024 23:00:00,16.90,,
207,06/30/2024 00:00:00,16.30,,
208,06/30/2024 01:00:00,16.08,,
209,06/30/2024 02:00:00,15.87,,
210,06/30/2024 03:00:00,15.91,,
211,06/30/2024 04:00:00,15.91,,
212,06/30/2024 05:00:00,16.08,,
213,06/30/2024 06:00:00,16.08,,
214,06/30/2024 07:00:00,16.17,,
215,06/30/2024 08:00:00,16.64,,
216,06/30/2024 09:00:00,17.33,,
217,06/30/2024 10:00:00,18.14,,
218,06/30/2024 11:00:00,19.77,,
219,06/30/2024 12:00:00,20.29,,
220,06/30/2024 13:00:00,21.15,,
221,06/30/2024 14:00:00,22.91,,
222,06/30/2024 15:00:00,23.81,,
223,06/30/2024 16:00:00,24.24,,
224,06/30/2024 17:00:00,23.89,,
225,06/30/2024 18:00:00,23.59,,
226,06/30/2024 19:00:00,23.38,,
227,06/30/2024 20:00:00,22.56,,
228,06/30/2024 21:00:00,21.28,,
229,06/30/2024 22:00:00,20.16,,
230,06/30/2024 23:00:00,19.22,,
231,07/01/2024 00:00:00,18.19,,
232,07/01/2024 01:00:00,17.72,,
233,07/01/2024 02:00:00,17.16,,
234,07/01/2024 03:00:00,17.03,,
235,07/01/2024 04:00:00,16.86,,
236,07/01/2024 05:00:00,16.43,,
237,07/01/2024 06:00:00,16.08,,
238,07/01/2024 07:00:00,16.13,,
239,07/01/2024 08:00:00,16.08,,
240,07/01/2024 09:00:00,16.73,,
241,07/01/2024 10:00:00,17.37,,
242,07/01/2024 11:00:00,19.17,,
243,07/01/2024 12:00:00,20.76,,
244,07/01/2024 13:00:00,22.18,,
245,07/01/2024 14:00:00,23.21,,
246,07/01/2024 15:00:00,24.62,,
247,07/01/2024 16:00:00,24.15,,
248,07/01/2024 17:00:00,23.94,,
249,07/01/2024 18:00:00,24.36,,
250,07/01/2024 19:00:00,22.69,,
251,07/01/2024 20:00:00,20.80,,
252,07/01/2024 21:00:00,19.30,,
253,07/01/2024 22:00:00,17.54,,
254,07/01/2024 23:00:00,16.77,,
255,07/02/2024 00:00:00,15.53,,
256,07/02/2024 01:00:00,14.75,,
257,07/02/2024 02:00:00,13.98,,
258,07/02/2024 03:00:00,13.43,,
259,07/02/2024 04:00:00,13.17,,
260,07/02/2024 05:00:00,12.91,,
261,07/02/2024 06:00:00,12.95,,
262,07/02/2024 07:00:00,13.12,,
263,07/02/2024 08:00:00,13.51,,
264,07/02/2024 09:00:00,14.15,,
265,07/02/2024 10:00:00,15.01,,
266,07/02/2024 11:00:00,15.31,,
267,07/02/2024 12:00:00,16.21,,
268,07/02/2024 13:00:00,17.33,,
269,07/02/2024 14:00:00,18.36,,
270,07/02/2024 15:00:00,19.39,,
271,07/02/2024 16:00:00,20.25,,
272,07/02/2024 17:00:00,21.32,,
273,07/02/2024 18:00:00,21.58,,
274,07/02/2024 19:00:00,20.68,,
275,07/02/2024 20:00:00,19.90,,
276,07/02/2024 21:00:00,17.54,,
277,07/02/2024 22:00:00,16.00,,
278,07/02/2024 23:00:00,14.80,,
279,07/03/2024 00:00:00,13.85,,
280,07/03/2024 01:00:00,13.04,,
281,07/03/2024 02:00:00,12.74,,
282,07/03/2024 03:00:00,12.44,,
283,07/03/2024 04:00:00,11.88,,
284,07/03/2024 05:00:00,11.24,,
285,07/03/2024 06:00:00,11.07,,
286,07/03/2024 07:00:00,11.67,,
287,07/03/2024 08:00:00,12.74,,
288,07/03/2024 09:00:00,14.28,,
289,07/03/2024 10:00:00,15.61,,
290,07/03/2024 11:00:00,16.39,,
291,07/03/2024 12:00:00,18.02,,
292,07/03/2024 13:00:00,19.60,,
293,07/03/2024 14:00:00,21.70,,
294,07/03/2024 15:00:00,22.22,,
295,07/03/2024 16:00:00,22.61,,
296,07/03/2024 17:00:00,23.64,,
297,07/03/2024 18:00:00,23.59,,
298,07/03/2024 19:00:00,23.51,,
299,07/03/2024 20:00:00,22.65,,
300,07/03/2024 21:00:00,21.40,,
301,07/03/2024 22:00:00,19.99,,
302,07/03/2024 23:00:00,18.66,,
303,07/04/2024 00:00:00,17.93,,
304,07/04/2024 01:00:00,17.63,,
305,07/04/2024 02:00:00,16.73,,
306,07/04/2024 03:00:00,15.91,,
307,07/04/2024 04:00:00,14.88,,
308,07/04/2024 05:00:00,14.63,,
309,07/04/2024 06:00:00,14.15,,
310,07/04/2024 07:00:00,14.33,,
311,07/04/2024 08:00:00,16.81,,
312,07/04/2024 09:00:00,18.96,,
313,07/04/2024 10:00:00,20.25,,
314,07/04/2024 11:00:00,22.09,,
315,07/04/2024 12:00:00,23.42,,
316,07/04/2024 13:00:00,24.54,,
317,07/04/2024 14:00:00,25.95,,
318,07/04/2024 15:00:00,26.38,,
319,07/04/2024 16:00:00,26.38,,
320,07/04/2024 17:00:00,27.24,,
321,07/04/2024 18:00:00,26.85,,
322,07/04/2024 19:00:00,25.74,,
323,07/04/2024 20:00:00,24.97,,
324,07/04/2024 21:00:00,23.98,,
325,07/04/2024 22:00:00,21.19,,
326,07/04/2024 23:00:00,20.29,,
327,07/05/2024 00:00:00,19.05,,
328,07/05/2024 01:00:00,18.36,,
329,07/05/2024 02:00:00,17.50,,
330,07/05/2024 03:00:00,16.77,,
331,07/05/2024 04:00:00,15.83,,
332,07/05/2024 05:00:00,14.75,,
333,07/05/2024 06:00:00,14.50,,
334,07/05/2024 07:00:00,14.97,,
335,07/05/2024 08:00:00,17.76,,
336,07/05/2024 09:00:00,21.06,,
337,07/05/2024 10:00:00,22.99,,
338,07/05/2024 11:00:00,24.58,,
339,07/05/2024 12:00:00,25.39,,
340,07/05/2024 13:00:00,27.58,,
341,07/05/2024 14:00:00,29.04,,
342,07/05/2024 15:00:00,29.77,,
343,07/05/2024 16:00:00,29.68,,
344,07/05/2024 17:00:00,29.56,,
345,07/05/2024 18:00:00,29.43,,
346,07/05/2024 19:00:00,29.43,,
347,07/05/2024 20:00:00,28.27,,
348,07/05/2024 21:00:00,25.99,,
349,07/05/2024 22:00:00,24.45,,
350,07/05/2024 23:00:00,22.82,,
351,07/06/2024 00:00:00,21.66,,
352,07/06/2024 01:00:00,20.25,,
353,07/06/2024 02:00:00,19.52,,
354,07/06/2024 03:00:00,18.40,,
355,07/06/2024 04:00:00,17.41,,
356,07/06/2024 05:00:00,16.69,,
357,07/06/2024 06:00:00,16.04,,
358,07/06/2024 07:00:00,16.47,,
359,07/06/2024 08:00:00,18.32,,
360,07/06/2024 09:00:00,23.68,,
361,07/06/2024 10:00:00,25.27,,
362,07/06/2024 11:00:00,26.04,,
363,07/06/2024 12:00:00,27.71,,
364,07/06/2024 13:00:00,28.23,,
365,07/06/2024 14:00:00,29.43,,
366,07/06/2024 15:00:00,30.63,,
367,07/06/2024 16:00:00,30.97,,
368,07/06/2024 17:00:00,31.44,,
369,07/06/2024 18:00:00,31.01,,
370,07/06/2024 19:00:00,30.59,,
371,07/06/2024 20:00:00,29.68,,
372,07/06/2024 21:00:00,27.02,,
373,07/06/2024 22:00:00,25.01,,
374,07/06/2024 23:00:00,24.15,,
375,07/07/2024 00:00:00,22.48,,
376,07/07/2024 01:00:00,21.70,,
377,07/07/2024 02:00:00,20.85,,
378,07/07/2024 03:00:00,19.69,,
379,07/07/2024 04:00:00,18.70,,
380,07/07/2024 05:00:00,17.37,,
381,07/07/2024 06:00:00,17.03,,
382,07/07/2024 07:00:00,17.16,,
383,07/07/2024 08:00:00,19.09,,
384,07/07/2024 09:00:00,23.21,,
385,07/07/2024 10:00:00,25.52,,
386,07/07/2024 11:00:00,27.07,,
387,07/07/2024 12:00:00,28.18,,
388,07/07/2024 13:00:00,29.77,,
389,07/07/2024 14:00:00,31.23,,
390,07/07/2024 15:00:00,32.64,,
391,07/07/2024 16:00:00,33.12,,
392,07/07/2024 17:00:00,33.29,,
393,07/07/2024 18:00:00,32.99,,
394,07/07/2024 19:00:00,32.82,,
395,07/07/2024 20:00:00,31.70,,
396,07/07/2024 21:00:00,28.74,,
397,07/07/2024 22:00:00,26.94,,
398,07/07/2024 23:00:00,25.69,,
399,07/08/2024 00:00:00,24.66,,
400,07/08/2024 01:00:00,23.46,,
401,07/08/2024 02:00:00,22.05,,
402,07/08/2024 03:00:00,20.98,,
403,07/08/2024 04:00:00,20.07,,
404,07/08/2024 05:00:00,19.05,,
405,07/08/2024 06:00:00,18.53,,
406,07/08/2024 07:00:00,18.53,,
407,07/08/2024 08:00:00,20.63,,
408,07/08/2024 09:00:00,24.71,,
409,07/08/2024 10:00:00,27.41,,
410,07/08/2024 11:00:00,28.74,,
411,07/08/2024 12:00:00,29.56,,
412,07/08/2024 13:00:00,30.71,,
413,07/08/2024 14:00:00,31.79,,
414,07/08/2024 15:00:00,32.69,,
415,07/08/2024 16:00:00,33.46,,
416,07/08/2024 17:00:00,33.89,,
417,07/08/2024 18:00:00,33.63,,
418,07/08/2024 19:00:00,32.94,,
419,07/08/2024 20:00:00,32.17,,
420,07/08/2024 21:00:00,29.64,,
421,07/08/2024 22:00:00,27.84,,
422,07/08/2024 23:00:00,26.21,,
423,07/09/2024 00:00:00,24.97,,
424,07/09/2024 01:00:00,23.81,,
425,07/09/2024 02:00:00,22.69,,
426,07/09/2024 03:00:00,21.62,,
427,07/09/2024 04:00:00,20.42,,
428,07/09/2024 05:00:00,19.43,,
429,07/09/2024 06:00:00,18.96,,
430,07/09/2024 07:00:00,19.00,,
431,07/09/2024 08:00:00,21.15,,
432,07/09/2024 09:00:00,24.79,,
433,07/09/2024 10:00:00,27.67,,
434,07/09/2024 11:00:00,29.38,,
435,07/09/2024 12:00:00,30.41,,
436,07/09/2024 13:00:00,31.44,,
437,07/09/2024 14:00:00,33.07,,
438,07/09/2024 15:00:00,33.97,,
439,07/09/2024 16:00:00,34.92,,
440,07/09/2024 17:00:00,35.30,,
441,07/09/2024 18:00:00,35.13,,
442,07/09/2024 19:00:00,34.40,,
443,07/09/2024 20:00:00,32.90,,
444,07/09/2024 21:00:00,30.41,,
445,07/09/2024 22:00:00,29.00,,
446,07/09/2024 23:00:00,25.95,,
447,07/10/2024 00:00:00,24.97,,
448,07/10/2024 01:00:00,23.25,,
449,07/10/2024 02:00:00,22.48,,
450,07/10/2024 03:00:00,21.83,,
451,07/10/2024 04:00:00,20.42,,
452,07/10/2024 05:00:00,18.44,,
453,07/10/2024 06:00:00,16.81,,
454,07/10/2024 07:00:00,16.34,,
455,07/10/2024 08:00:00,17.07,,
456,07/10/2024 09:00:00,18.83,,
457,07/10/2024 10:00:00,20.46,,
458,07/10/2024 10:34:05,,Logged,Logged
