#,Date-Time (PST/PDT),Temperature   (°C),Host Connected,End of File
119,03/13/2024 10:00:00,5.27,,
120,03/13/2024 11:00:00,6.56,,
121,03/13/2024 12:00:00,7.81,,
122,03/13/2024 13:00:00,9.39,,
123,03/13/2024 14:00:00,9.44,,
124,03/13/2024 15:00:00,10.25,,
125,03/13/2024 16:00:00,11.11,,
126,03/13/2024 17:00:00,10.98,,
127,03/13/2024 18:00:00,10.72,,
128,03/13/2024 19:00:00,9.86,,
129,03/13/2024 20:00:00,8.49,,
130,03/13/2024 21:00:00,7.81,,
131,03/13/2024 22:00:00,6.09,,
132,03/13/2024 23:00:00,6.69,,
133,03/14/2024 00:00:00,5.57,,
134,03/14/2024 01:00:00,4.63,,
135,03/14/2024 02:00:00,3.21,,
136,03/14/2024 03:00:00,2.36,,
137,03/14/2024 04:00:00,1.63,,
138,03/14/2024 05:00:00,1.11,,
139,03/14/2024 06:00:00,0.98,,
140,03/14/2024 07:00:00,0.86,,
141,03/14/2024 08:00:00,1.11,,
142,03/14/2024 09:00:00,3.43,,
143,03/14/2024 10:00:00,5.57,,
144,03/14/2024 11:00:00,7.63,,
145,03/14/2024 12:00:00,9.05,,
146,03/14/2024 13:00:00,10.16,,
147,03/14/2024 14:00:00,11.11,,
148,03/14/2024 15:00:00,11.97,,
149,03/14/2024 16:00:00,12.74,,
150,03/14/2024 17:00:00,13.12,,
151,03/14/2024 18:00:00,12.70,,
152,03/14/2024 19:00:00,11.45,,
153,03/14/2024 20:00:00,10.04,,
154,03/14/2024 21:00:00,9.14,,
155,03/14/2024 22:00:00,8.66,,
156,03/14/2024 23:00:00,8.32,,
157,03/15/2024 00:00:00,7.59,,
158,03/15/2024 01:00:00,7.55,,
159,03/15/2024 02:00:00,7.46,,
160,03/15/2024 03:00:00,6.95,,
161,03/15/2024 04:00:00,5.83,,
162,03/15/2024 05:00:00,6.35,,
163,03/15/2024 06:00:00,6.43,,
164,03/15/2024 07:00:00,5.70,,
165,03/15/2024 08:00:00,5.27,,
166,03/15/2024 09:00:00,6.39,,
167,03/15/2024 10:00:00,8.15,,
168,03/15/2024 11:00:00,10.16,,
169,03/15/2024 12:00:00,10.98,,
170,03/15/2024 13:00:00,12.14,,
171,03/15/2024 14:00:00,13.73,,
172,03/15/2024 15:00:00,15.06,,
173,03/15/2024 16:00:00,15.70,,
174,03/15/2024 17:00:00,15.61,,
175,03/15/2024 18:00:00,15.61,,
176,03/15/2024 19:00:00,14.24,,
177,03/15/2024 20:00:00,12.31,,
178,03/15/2024 21:00:00,11.45,,
179,03/15/2024 22:00:00,10.81,,
180,03/15/2024 23:00:00,10.68,,
181,03/16/2024 00:00:00,9.61,,
182,03/16/2024 01:00:00,8.96,,
183,03/16/2024 02:00:00,7.20,,
184,03/16/2024 03:00:00,5.92,,
185,03/16/2024 04:00:00,5.23,,
186,03/16/2024 05:00:00,4.67,,
187,03/16/2024 06:00:00,4.46,,
188,03/16/2024 07:00:00,4.12,,
189,03/16/2024 08:00:00,3.64,,
190,03/16/2024 09:00:00,6.13,,
191,03/16/2024 10:00:00,10.29,,
192,03/16/2024 11:00:00,12.01,,
193,03/16/2024 12:00:00,14.33,,
194,03/16/2024 13:00:00,16.51,,
195,03/16/2024 14:00:00,19.17,,
196,03/16/2024 15:00:00,20.55,,
197,03/16/2024 16:00:00,22.22,,
198,03/16/2024 17:00:00,23.38,,
199,03/16/2024 18:00:00,22.65,,
200,03/16/2024 19:00:00,20.68,,
201,03/16/2024 20:00:00,17.37,,
202,03/16/2024 21:00:00,15.14,,
203,03/16/2024 22:00:00,13.73,,
204,03/16/2024 23:00:00,13.08,,
205,03/17/2024 00:00:00,11.45,,
206,03/17/2024 01:00:00,10.21,,
207,03/17/2024 02:00:00,9.14,,
208,03/17/2024 03:00:00,8.36,,
209,03/17/2024 04:00:00,7.50,,
210,03/17/2024 05:00:00,6.78,,
211,03/17/2024 06:00:00,6.52,,
212,03/17/2024 07:00:00,5.96,,
213,03/17/2024 08:00:00,5.57,,
214,03/17/2024 09:00:00,9.09,,
215,03/17/2024 10:00:00,11.75,,
216,03/17/2024 11:00:00,14.15,,
217,03/17/2024 12:00:00,16.94,,
218,03/17/2024 13:00:00,19.05,,
219,03/17/2024 14:00:00,20.03,,
220,03/17/2024 15:00:00,20.89,,
221,03/17/2024 16:00:00,21.53,,
222,03/17/2024 17:00:00,22.35,,
223,03/17/2024 18:00:00,21.49,,
224,03/17/2024 19:00:00,19.60,,
225,03/17/2024 20:00:00,17.67,,
226,03/17/2024 21:00:00,15.44,,
227,03/17/2024 22:00:00,15.06,,
228,03/17/2024 23:00:00,13.81,,
229,03/18/2024 00:00:00,11.54,,
230,03/18/2024 01:00:00,9.95,,
231,03/18/2024 02:00:00,8.79,,
232,03/18/2024 03:00:00,7.89,,
233,03/18/2024 04:00:00,7.16,,
234,03/18/2024 05:00:00,6.52,,
235,03/18/2024 06:00:00,6.35,,
236,03/18/2024 07:00:00,5.40,,
237,03/18/2024 08:00:00,5.66,,
238,03/18/2024 09:00:00,9.09,,
239,03/18/2024 10:00:00,9.48,,
240,03/18/2024 11:00:00,12.10,,
241,03/18/2024 12:00:00,14.24,,
242,03/18/2024 13:00:00,15.70,,
243,03/18/2024 14:00:00,16.86,,
244,03/18/2024 15:00:00,17.93,,
245,03/18/2024 16:00:00,18.53,,
246,03/18/2024 17:00:00,19.05,,
247,03/18/2024 18:00:00,18.53,,
248,03/18/2024 19:00:00,17.46,,
249,03/18/2024 20:00:00,15.66,,
250,03/18/2024 21:00:00,14.54,,
251,03/18/2024 22:00:00,13.90,,
252,03/18/2024 23:00:00,12.44,,
253,03/19/2024 00:00:00,10.42,,
254,03/19/2024 01:00:00,9.09,,
255,03/19/2024 02:00:00,8.19,,
256,03/19/2024 03:00:00,7.29,,
257,03/19/2024 04:00:00,6.65,,
258,03/19/2024 05:00:00,6.26,,
259,03/19/2024 06:00:00,5.75,,
260,03/19/2024 07:00:00,5.45,,
261,03/19/2024 08:00:00,5.83,,
262,03/19/2024 09:00:00,7.76,,
263,03/19/2024 10:00:00,10.16,,
264,03/19/2024 11:00:00,12.61,,
265,03/19/2024 12:00:00,14.50,,
266,03/19/2024 13:00:00,16.30,,
267,03/19/2024 14:00:00,17.76,,
268,03/19/2024 15:00:00,18.14,,
269,03/19/2024 16:00:00,18.74,,
270,03/19/2024 17:00:00,17.29,,
271,03/19/2024 18:00:00,14.41,,
272,03/19/2024 19:00:00,12.01,,
273,03/19/2024 20:00:00,10.38,,
274,03/19/2024 21:00:00,9.05,,
275,03/19/2024 22:00:00,8.49,,
276,03/19/2024 23:00:00,8.41,,
277,03/20/2024 00:00:00,8.58,,
278,03/20/2024 01:00:00,8.45,,
279,03/20/2024 02:00:00,8.45,,
280,03/20/2024 03:00:00,8.45,,
281,03/20/2024 04:00:00,8.32,,
282,03/20/2024 05:00:00,8.15,,
283,03/20/2024 06:00:00,7.93,,
284,03/20/2024 07:00:00,7.89,,
285,03/20/2024 08:00:00,7.89,,
286,03/20/2024 09:00:00,8.15,,
287,03/20/2024 10:00:00,8.71,,
288,03/20/2024 11:00:00,9.18,,
289,03/20/2024 12:00:00,9.74,,
290,03/20/2024 13:00:00,10.51,,
291,03/20/2024 14:00:00,10.55,,
292,03/20/2024 15:00:00,11.02,,
293,03/20/2024 16:00:00,11.37,,
294,03/20/2024 17:00:00,11.75,,
295,03/20/2024 18:00:00,11.37,,
296,03/20/2024 19:00:00,10.81,,
297,03/20/2024 20:00:00,10.08,,
298,03/20/2024 21:00:00,9.65,,
299,03/20/2024 22:00:00,8.88,,
300,03/20/2024 23:00:00,8.75,,
301,03/21/2024 00:00:00,8.71,,
302,03/21/2024 01:00:00,8.58,,
303,03/21/2024 02:00:00,8.49,,
304,03/21/2024 03:00:00,8.45,,
305,03/21/2024 04:00:00,8.32,,
306,03/21/2024 05:00:00,8.19,,
307,03/21/2024 06:00:00,8.06,,
308,03/21/2024 07:00:00,7.59,,
309,03/21/2024 08:00:00,7.03,,
310,03/21/2024 09:00:00,8.62,,
311,03/21/2024 10:00:00,10.16,,
312,03/21/2024 11:00:00,11.37,,
313,03/21/2024 12:00:00,12.44,,
314,03/21/2024 13:00:00,12.48,,
315,03/21/2024 14:00:00,11.92,,
316,03/21/2024 15:00:00,12.18,,
317,03/21/2024 16:00:00,12.44,,
318,03/21/2024 17:00:00,12.57,,
319,03/21/2024 18:00:00,12.27,,
320,03/21/2024 19:00:00,12.18,,
321,03/21/2024 20:00:00,11.84,,
322,03/21/2024 21:00:00,11.67,,
323,03/21/2024 22:00:00,11.15,,
324,03/21/2024 23:00:00,11.15,,
325,03/22/2024 00:00:00,10.81,,
326,03/22/2024 01:00:00,10.46,,
327,03/22/2024 02:00:00,9.69,,
328,03/22/2024 03:00:00,9.52,,
329,03/22/2024 04:00:00,9.52,,
330,03/22/2024 05:00:00,9.09,,
331,03/22/2024 06:00:00,9.09,,
332,03/22/2024 07:00:00,9.22,,
333,03/22/2024 08:00:00,9.09,,
334,03/22/2024 09:00:00,9.39,,
335,03/22/2024 10:00:00,9.78,,
336,03/22/2024 11:00:00,10.25,,
337,03/22/2024 12:00:00,10.25,,
338,03/22/2024 13:00:00,10.51,,
339,03/22/2024 14:00:00,10.51,,
340,03/22/2024 15:00:00,11.15,,
341,03/22/2024 16:00:00,11.28,,
342,03/22/2024 17:00:00,11.49,,
343,03/22/2024 18:00:00,10.85,,
344,03/22/2024 19:00:00,10.98,,
345,03/22/2024 20:00:00,11.02,,
346,03/22/2024 21:00:00,10.64,,
347,03/22/2024 22:00:00,10.42,,
348,03/22/2024 23:00:00,10.46,,
349,03/23/2024 00:00:00,10.34,,
350,03/23/2024 01:00:00,9.99,,
351,03/23/2024 02:00:00,9.44,,
352,03/23/2024 03:00:00,8.88,,
353,03/23/2024 04:00:00,9.14,,
354,03/23/2024 05:00:00,9.09,,
355,03/23/2024 06:00:00,9.26,,
356,03/23/2024 07:00:00,9.18,,
357,03/23/2024 08:00:00,9.09,,
358,03/23/2024 09:00:00,9.26,,
359,03/23/2024 10:00:00,10.08,,
360,03/23/2024 11:00:00,10.46,,
361,03/23/2024 12:00:00,11.49,,
362,03/23/2024 13:00:00,11.19,,
363,03/23/2024 14:00:00,11.32,,
364,03/23/2024 15:00:00,11.67,,
365,03/23/2024 16:00:00,11.24,,
366,03/23/2024 17:00:00,11.32,,
367,03/23/2024 18:00:00,10.72,,
368,03/23/2024 19:00:00,9.65,,
369,03/23/2024 20:00:00,8.88,,
370,03/23/2024 21:00:00,8.83,,
371,03/23/2024 22:00:00,8.66,,
372,03/23/2024 23:00:00,8.41,,
373,03/24/2024 00:00:00,8.36,,
374,03/24/2024 01:00:00,8.45,,
375,03/24/2024 02:00:00,8.41,,
376,03/24/2024 03:00:00,8.32,,
377,03/24/2024 04:00:00,8.36,,
378,03/24/2024 05:00:00,8.41,,
379,03/24/2024 06:00:00,8.02,,
380,03/24/2024 07:00:00,8.02,,
381,03/24/2024 08:00:00,8.23,,
382,03/24/2024 09:00:00,8.66,,
383,03/24/2024 10:00:00,9.18,,
384,03/24/2024 11:00:00,10.21,,
385,03/24/2024 12:00:00,11.88,,
386,03/24/2024 13:00:00,12.91,,
387,03/24/2024 14:00:00,12.78,,
388,03/24/2024 15:00:00,13.60,,
389,03/24/2024 16:00:00,15.40,,
390,03/24/2024 17:00:00,15.31,,
391,03/24/2024 18:00:00,15.36,,
392,03/24/2024 19:00:00,14.28,,
393,03/24/2024 20:00:00,12.65,,
394,03/24/2024 21:00:00,10.68,,
395,03/24/2024 22:00:00,10.04,,
396,03/24/2024 23:00:00,9.52,,
397,03/25/2024 00:00:00,9.22,,
398,03/25/2024 01:00:00,8.66,,
399,03/25/2024 02:00:00,8.58,,
400,03/25/2024 03:00:00,8.58,,
401,03/25/2024 04:00:00,8.58,,
402,03/25/2024 05:00:00,8.19,,
403,03/25/2024 06:00:00,7.76,,
404,03/25/2024 07:00:00,7.81,,
405,03/25/2024 08:00:00,8.06,,
406,03/25/2024 09:00:00,8.15,,
407,03/25/2024 10:00:00,7.72,,
408,03/25/2024 11:00:00,9.26,,
409,03/25/2024 12:00:00,10.51,,
410,03/25/2024 13:00:00,9.78,,
411,03/25/2024 14:00:00,9.44,,
412,03/25/2024 15:00:00,9.74,,
413,03/25/2024 16:00:00,9.09,,
414,03/25/2024 17:00:00,10.21,,
415,03/25/2024 18:00:00,10.55,,
416,03/25/2024 19:00:00,10.21,,
417,03/25/2024 20:00:00,8.92,,
418,03/25/2024 21:00:00,8.06,,
419,03/25/2024 22:00:00,8.19,,
420,03/25/2024 23:00:00,8.28,,
421,03/26/2024 00:00:00,8.19,,
422,03/26/2024 01:00:00,8.15,,
423,03/26/2024 02:00:00,8.11,,
424,03/26/2024 03:00:00,7.98,,
425,03/26/2024 04:00:00,7.72,,
426,03/26/2024 05:00:00,7.20,,
427,03/26/2024 06:00:00,6.73,,
428,03/26/2024 07:00:00,6.39,,
429,03/26/2024 08:00:00,6.69,,
430,03/26/2024 09:00:00,7.81,,
431,03/26/2024 10:00:00,8.62,,
432,03/26/2024 11:00:00,9.39,,
433,03/26/2024 12:00:00,10.94,,
434,03/26/2024 13:00:00,11.67,,
435,03/26/2024 14:00:00,11.58,,
436,03/26/2024 15:00:00,13.00,,
437,03/26/2024 16:00:00,13.12,,
438,03/26/2024 17:00:00,13.12,,
439,03/26/2024 18:00:00,13.25,,
440,03/26/2024 19:00:00,12.18,,
441,03/26/2024 20:00:00,10.55,,
442,03/26/2024 21:00:00,9.74,,
443,03/26/2024 22:00:00,8.96,,
444,03/26/2024 23:00:00,8.53,,
445,03/27/2024 00:00:00,8.23,,
446,03/27/2024 01:00:00,8.19,,
447,03/27/2024 02:00:00,8.11,,
448,03/27/2024 03:00:00,8.15,,
449,03/27/2024 04:00:00,7.33,,
450,03/27/2024 05:00:00,7.03,,
451,03/27/2024 06:00:00,6.73,,
452,03/27/2024 07:00:00,6.82,,
453,03/27/2024 08:00:00,7.25,,
454,03/27/2024 09:00:00,7.72,,
455,03/27/2024 10:00:00,9.14,,
456,03/27/2024 11:00:00,10.59,,
457,03/27/2024 12:00:00,10.94,,
458,03/27/2024 13:00:00,11.45,,
459,03/27/2024 14:00:00,11.97,,
460,03/27/2024 15:00:00,13.17,,
461,03/27/2024 16:00:00,13.43,,
462,03/27/2024 17:00:00,10.81,,
463,03/27/2024 18:00:00,12.14,,
464,03/27/2024 19:00:00,10.34,,
465,03/27/2024 20:00:00,9.01,,
466,03/27/2024 21:00:00,8.02,,
467,03/27/2024 22:00:00,7.33,,
468,03/27/2024 23:00:00,7.12,,
469,03/28/2024 00:00:00,7.20,,
470,03/28/2024 01:00:00,6.90,,
471,03/28/2024 02:00:00,6.78,,
472,03/28/2024 03:00:00,6.39,,
473,03/28/2024 04:00:00,6.48,,
474,03/28/2024 05:00:00,6.13,,
475,03/28/2024 06:00:00,5.75,,
476,03/28/2024 07:00:00,5.66,,
477,03/28/2024 08:00:00,6.05,,
478,03/28/2024 09:00:00,7.33,,
479,03/28/2024 10:00:00,8.53,,
480,03/28/2024 11:00:00,10.04,,
481,03/28/2024 12:00:00,11.07,,
482,03/28/2024 13:00:00,9.91,,
483,03/28/2024 14:00:00,10.64,,
484,03/28/2024 15:00:00,11.92,,
485,03/28/2024 16:00:00,12.40,,
486,03/28/2024 17:00:00,11.84,,
487,03/28/2024 18:00:00,11.45,,
488,03/28/2024 19:00:00,10.12,,
489,03/28/2024 20:00:00,9.91,,
490,03/28/2024 21:00:00,9.35,,
491,03/28/2024 22:00:00,8.66,,
492,03/28/2024 23:00:00,8.45,,
493,03/29/2024 00:00:00,8.28,,
494,03/29/2024 01:00:00,8.19,,
495,03/29/2024 02:00:00,7.89,,
496,03/29/2024 03:00:00,7.68,,
497,03/29/2024 04:00:00,7.33,,
498,03/29/2024 05:00:00,6.86,,
499,03/29/2024 06:00:00,5.96,,
500,03/29/2024 07:00:00,4.84,,
501,03/29/2024 08:00:00,6.35,,
502,03/29/2024 09:00:00,7.81,,
503,03/29/2024 10:00:00,8.88,,
504,03/29/2024 11:00:00,9.86,,
505,03/29/2024 12:00:00,10.85,,
506,03/29/2024 13:00:00,12.01,,
507,03/29/2024 14:00:00,13.21,,
508,03/29/2024 15:00:00,13.68,,
509,03/29/2024 16:00:00,14.20,,
510,03/29/2024 17:00:00,14.07,,
511,03/29/2024 18:00:00,13.90,,
512,03/29/2024 19:00:00,12.65,,
513,03/29/2024 20:00:00,10.94,,
514,03/29/2024 21:00:00,10.08,,
515,03/29/2024 22:00:00,9.56,,
516,03/29/2024 23:00:00,9.44,,
517,03/30/2024 00:00:00,9.14,,
518,03/30/2024 01:00:00,8.58,,
519,03/30/2024 02:00:00,8.11,,
520,03/30/2024 03:00:00,7.46,,
521,03/30/2024 04:00:00,7.42,,
522,03/30/2024 05:00:00,7.46,,
523,03/30/2024 06:00:00,6.78,,
524,03/30/2024 07:00:00,5.53,,
525,03/30/2024 08:00:00,5.83,,
526,03/30/2024 09:00:00,7.38,,
527,03/30/2024 10:00:00,8.32,,
528,03/30/2024 11:00:00,10.25,,
529,03/30/2024 12:00:00,11.37,,
530,03/30/2024 13:00:00,12.74,,
531,03/30/2024 14:00:00,13.43,,
532,03/30/2024 15:00:00,14.03,,
533,03/30/2024 16:00:00,14.07,,
534,03/30/2024 17:00:00,13.04,,
535,03/30/2024 18:00:00,12.70,,
536,03/30/2024 19:00:00,11.92,,
537,03/30/2024 20:00:00,11.07,,
538,03/30/2024 21:00:00,10.94,,
539,03/30/2024 22:00:00,10.68,,
540,03/30/2024 23:00:00,9.82,,
541,03/31/2024 00:00:00,9.14,,
542,03/31/2024 01:00:00,7.85,,
543,03/31/2024 02:00:00,6.73,,
544,03/31/2024 03:00:00,5.57,,
545,03/31/2024 04:00:00,4.97,,
546,03/31/2024 05:00:00,4.07,,
547,03/31/2024 06:00:00,3.56,,
548,03/31/2024 07:00:00,3.04,,
549,03/31/2024 08:00:00,3.82,,
550,03/31/2024 09:00:00,6.30,,
551,03/31/2024 10:00:00,8.23,,
552,03/31/2024 11:00:00,9.22,,
553,03/31/2024 12:00:00,11.54,,
554,03/31/2024 13:00:00,12.27,,
555,03/31/2024 14:00:00,14.07,,
556,03/31/2024 15:00:00,14.54,,
557,03/31/2024 16:00:00,15.31,,
558,03/31/2024 17:00:00,15.78,,
559,03/31/2024 18:00:00,15.53,,
560,03/31/2024 19:00:00,14.71,,
561,03/31/2024 20:00:00,13.30,,
562,03/31/2024 21:00:00,12.57,,
563,03/31/2024 22:00:00,10.42,,
564,03/31/2024 23:00:00,9.09,,
565,04/01/2024 00:00:00,8.11,,
566,04/01/2024 01:00:00,7.08,,
567,04/01/2024 02:00:00,6.69,,
568,04/01/2024 03:00:00,5.96,,
569,04/01/2024 04:00:00,5.96,,
570,04/01/2024 05:00:00,5.92,,
571,04/01/2024 06:00:00,5.70,,
572,04/01/2024 07:00:00,5.10,,
573,04/01/2024 08:00:00,6.00,,
574,04/01/2024 09:00:00,7.81,,
575,04/01/2024 10:00:00,10.34,,
576,04/01/2024 11:00:00,12.27,,
577,04/01/2024 12:00:00,13.55,,
578,04/01/2024 13:00:00,14.63,,
579,04/01/2024 14:00:00,15.27,,
580,04/01/2024 15:00:00,16.17,,
581,04/01/2024 16:00:00,16.43,,
582,04/01/2024 17:00:00,16.77,,
583,04/01/2024 18:00:00,16.69,,
584,04/01/2024 19:00:00,16.04,,
585,04/01/2024 20:00:00,14.58,,
586,04/01/2024 21:00:00,13.43,,
587,04/01/2024 22:00:00,12.48,,
588,04/01/2024 23:00:00,11.58,,
589,04/02/2024 00:00:00,11.11,,
590,04/02/2024 01:00:00,10.08,,
591,04/02/2024 02:00:00,9.14,,
592,04/02/2024 03:00:00,8.58,,
593,04/02/2024 04:00:00,7.85,,
594,04/02/2024 05:00:00,7.33,,
595,04/02/2024 06:00:00,7.08,,
596,04/02/2024 07:00:00,7.08,,
597,04/02/2024 08:00:00,8.15,,
598,04/02/2024 09:00:00,10.34,,
599,04/02/2024 10:00:00,12.22,,
600,04/02/2024 11:00:00,14.67,,
601,04/02/2024 12:00:00,17.11,,
602,04/02/2024 13:00:00,18.06,,
603,04/02/2024 14:00:00,19.99,,
604,04/02/2024 15:00:00,20.37,,
605,04/02/2024 16:00:00,19.05,,
606,04/02/2024 17:00:00,18.74,,
607,04/02/2024 18:00:00,15.74,,
608,04/02/2024 19:00:00,12.70,,
609,04/02/2024 20:00:00,11.84,,
610,04/02/2024 21:00:00,11.92,,
611,04/02/2024 22:00:00,9.22,,
612,04/02/2024 23:00:00,8.58,,
613,04/03/2024 00:00:00,7.42,,
614,04/03/2024 01:00:00,6.90,,
615,04/03/2024 02:00:00,6.78,,
616,04/03/2024 03:00:00,6.30,,
617,04/03/2024 04:00:00,5.49,,
618,04/03/2024 05:00:00,5.32,,
619,04/03/2024 06:00:00,5.49,,
620,04/03/2024 07:00:00,5.10,,
621,04/03/2024 08:00:00,5.57,,
622,04/03/2024 09:00:00,6.35,,
623,04/03/2024 10:00:00,8.02,,
624,04/03/2024 11:00:00,8.32,,
625,04/03/2024 12:00:00,10.12,,
626,04/03/2024 13:00:00,9.09,,
627,04/03/2024 14:00:00,9.99,,
628,04/03/2024 15:00:00,11.62,,
629,04/03/2024 16:00:00,11.54,,
630,04/03/2024 17:00:00,11.92,,
631,04/03/2024 18:00:00,11.54,,
632,04/03/2024 19:00:00,9.86,,
633,04/03/2024 20:00:00,8.45,,
634,04/03/2024 21:00:00,7.72,,
635,04/03/2024 22:00:00,7.03,,
636,04/03/2024 23:00:00,6.73,,
637,04/04/2024 00:00:00,6.69,,
638,04/04/2024 01:00:00,6.65,,
639,04/04/2024 02:00:00,6.69,,
640,04/04/2024 03:00:00,6.60,,
641,04/04/2024 04:00:00,6.56,,
642,04/04/2024 05:00:00,6.17,,
643,04/04/2024 06:00:00,6.00,,
644,04/04/2024 07:00:00,6.48,,
645,04/04/2024 08:00:00,6.52,,
646,04/04/2024 09:00:00,6.60,,
647,04/04/2024 10:00:00,6.69,,
648,04/04/2024 11:00:00,6.35,,
649,04/04/2024 12:00:00,6.43,,
650,04/04/2024 13:00:00,6.60,,
651,04/04/2024 14:00:00,6.99,,
652,04/04/2024 15:00:00,7.38,,
653,04/04/2024 16:00:00,7.81,,
654,04/04/2024 17:00:00,7.63,,
655,04/04/2024 18:00:00,7.98,,
656,04/04/2024 19:00:00,7.38,,
657,04/04/2024 20:00:00,6.95,,
658,04/04/2024 21:00:00,6.56,,
659,04/04/2024 22:00:00,6.35,,
660,04/04/2024 23:00:00,5.75,,
661,04/05/2024 00:00:00,5.62,,
662,04/05/2024 01:00:00,5.45,,
663,04/05/2024 02:00:00,5.40,,
