"Plot Title: 9784558"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 9784558, SEN S/N: 9784558)","Bad Battery (LGR S/N: 9784558)","Coupler Attached (LGR S/N: 9784558)","Host Connected (LGR S/N: 9784558)","Stopped (LGR S/N: 9784558)","End Of File (LGR S/N: 9784558)"
92,01/24/22 09:00:00 AM,1.330,,,,,
93,01/24/22 10:00:00 AM,1.764,,,,,
94,01/24/22 11:00:00 AM,2.195,,,,,
95,01/24/22 12:00:00 PM,2.517,,,,,
96,01/24/22 01:00:00 PM,3.261,,,,,
97,01/24/22 02:00:00 PM,3.683,,,,,
98,01/24/22 03:00:00 PM,3.893,,,,,
99,01/24/22 04:00:00 PM,3.893,,,,,
100,01/24/22 05:00:00 PM,3.893,,,,,
101,01/24/22 06:00:00 PM,3.578,,,,,
102,01/24/22 07:00:00 PM,3.155,,,,,
103,01/24/22 08:00:00 PM,2.517,,,,,
104,01/24/22 09:00:00 PM,2.195,,,,,
105,01/24/22 10:00:00 PM,2.088,,,,,
106,01/24/22 11:00:00 PM,1.980,,,,,
107,01/25/22 12:00:00 AM,2.088,,,,,
108,01/25/22 01:00:00 AM,2.088,,,,,
109,01/25/22 02:00:00 AM,1.980,,,,,
110,01/25/22 03:00:00 AM,1.872,,,,,
111,01/25/22 04:00:00 AM,1.764,,,,,
112,01/25/22 05:00:00 AM,1.872,,,,,
113,01/25/22 06:00:00 AM,1.656,,,,,
114,01/25/22 07:00:00 AM,1.330,,,,,
115,01/25/22 08:00:00 AM,1.112,,,,,
116,01/25/22 09:00:00 AM,1.330,,,,,
117,01/25/22 10:00:00 AM,1.980,,,,,
118,01/25/22 11:00:00 AM,2.624,,,,,
119,01/25/22 12:00:00 PM,4.102,,,,,
120,01/25/22 01:00:00 PM,4.831,,,,,
121,01/25/22 02:00:00 PM,10.357,,,,,
122,01/25/22 03:00:00 PM,8.978,,,,,
123,01/25/22 04:00:00 PM,5.962,,,,,
124,01/25/22 05:00:00 PM,3.261,,,,,
125,01/25/22 06:00:00 PM,1.764,,,,,
126,01/25/22 07:00:00 PM,2.303,,,,,
127,01/25/22 08:00:00 PM,2.517,,,,,
128,01/25/22 09:00:00 PM,2.837,,,,,
129,01/25/22 10:00:00 PM,2.730,,,,,
130,01/25/22 11:00:00 PM,2.730,,,,,
131,01/26/22 12:00:00 AM,2.624,,,,,
132,01/26/22 01:00:00 AM,2.837,,,,,
133,01/26/22 02:00:00 AM,2.837,,,,,
134,01/26/22 03:00:00 AM,2.410,,,,,
135,01/26/22 04:00:00 AM,2.195,,,,,
136,01/26/22 05:00:00 AM,1.764,,,,,
137,01/26/22 06:00:00 AM,1.656,,,,,
138,01/26/22 07:00:00 AM,1.764,,,,,
139,01/26/22 08:00:00 AM,1.330,,,,,
140,01/26/22 09:00:00 AM,1.112,,,,,
141,01/26/22 10:00:00 AM,1.330,,,,,
142,01/26/22 11:00:00 AM,2.410,,,,,
143,01/26/22 12:00:00 PM,2.837,,,,,
144,01/26/22 01:00:00 PM,3.788,,,,,
145,01/26/22 02:00:00 PM,4.102,,,,,
146,01/26/22 03:00:00 PM,4.311,,,,,
147,01/26/22 04:00:00 PM,3.788,,,,,
148,01/26/22 05:00:00 PM,1.656,,,,,
149,01/26/22 06:00:00 PM,0.343,Logged,,,,
150,01/26/22 07:00:00 PM,-0.213,,,,,
151,01/26/22 08:00:00 PM,0.232,,,,,
152,01/26/22 09:00:00 PM,0.343,,,,,
153,01/26/22 10:00:00 PM,0.784,,,,,
154,01/26/22 11:00:00 PM,1.221,,,,,
155,01/27/22 12:00:00 AM,1.548,,,,,
156,01/27/22 01:00:00 AM,1.439,,,,,
157,01/27/22 02:00:00 AM,1.548,,,,,
158,01/27/22 03:00:00 AM,1.548,,,,,
159,01/27/22 04:00:00 AM,1.439,,,,,
160,01/27/22 05:00:00 AM,1.112,,,,,
161,01/27/22 06:00:00 AM,0.674,,,,,
162,01/27/22 07:00:00 AM,0.674,,,,,
163,01/27/22 08:00:00 AM,0.674,,,,,
164,01/27/22 09:00:00 AM,0.893,,,,,
165,01/27/22 10:00:00 AM,1.439,,,,,
166,01/27/22 11:00:00 AM,2.837,,,,,
167,01/27/22 12:00:00 PM,4.415,,,,,
168,01/27/22 01:00:00 PM,9.965,,,,,
169,01/27/22 02:00:00 PM,14.517,,,,,
170,01/27/22 03:00:00 PM,12.497,,,,,
171,01/27/22 04:00:00 PM,9.373,,,,,
172,01/27/22 05:00:00 PM,5.244,,,,,
173,01/27/22 06:00:00 PM,2.410,,,,,
174,01/27/22 07:00:00 PM,1.330,,,,,
175,01/27/22 08:00:00 PM,-0.102,,,,,
176,01/27/22 09:00:00 PM,-0.774,,,,,
177,01/27/22 10:00:00 PM,-0.774,,,,,
178,01/27/22 11:00:00 PM,-1.114,,,,,
179,01/28/22 12:00:00 AM,-1.456,,,,,
180,01/28/22 01:00:00 AM,-1.684,,,,,
181,01/28/22 02:00:00 AM,-1.570,,,,,
182,01/28/22 03:00:00 AM,-1.914,,,,,
183,01/28/22 04:00:00 AM,-1.799,,,,,
184,01/28/22 05:00:00 AM,-2.610,,,,,
185,01/28/22 06:00:00 AM,-2.610,,,,,
186,01/28/22 07:00:00 AM,-2.727,,,,,
187,01/28/22 08:00:00 AM,-2.844,,,,,
188,01/28/22 09:00:00 AM,-1.570,,,,,
189,01/28/22 10:00:00 AM,0.784,,,,,
190,01/28/22 11:00:00 AM,2.517,,,,,
191,01/28/22 12:00:00 PM,6.674,,,,,
192,01/28/22 01:00:00 PM,11.722,,,,,
193,01/28/22 02:00:00 PM,14.996,,,,,
194,01/28/22 03:00:00 PM,13.942,,,,,
195,01/28/22 04:00:00 PM,11.528,,,,,
196,01/28/22 05:00:00 PM,8.680,,,,,
197,01/28/22 06:00:00 PM,6.573,,,,,
198,01/28/22 07:00:00 PM,5.244,,,,,
199,01/28/22 08:00:00 PM,4.623,,,,,
200,01/28/22 09:00:00 PM,2.624,,,,,
201,01/28/22 10:00:00 PM,2.088,,,,,
202,01/28/22 11:00:00 PM,1.764,,,,,
203,01/29/22 12:00:00 AM,0.232,,,,,
204,01/29/22 01:00:00 AM,-0.213,,,,,
205,01/29/22 02:00:00 AM,-0.213,,,,,
206,01/29/22 03:00:00 AM,-1.001,,,,,
207,01/29/22 04:00:00 AM,-1.456,,,,,
208,01/29/22 05:00:00 AM,-1.456,,,,,
209,01/29/22 06:00:00 AM,-1.114,,,,,
210,01/29/22 07:00:00 AM,-1.114,,,,,
211,01/29/22 08:00:00 AM,-0.662,,,,,
212,01/29/22 09:00:00 AM,1.656,,,,,
213,01/29/22 10:00:00 AM,3.049,,,,,
214,01/29/22 11:00:00 AM,4.519,,,,,
215,01/29/22 12:00:00 PM,8.382,,,,,
216,01/29/22 01:00:00 PM,15.378,,,,,
217,01/29/22 02:00:00 PM,11.916,,,,,
218,01/29/22 03:00:00 PM,13.654,,,,,
219,01/29/22 04:00:00 PM,11.041,,,,,
220,01/29/22 05:00:00 PM,9.077,,,,,
221,01/29/22 06:00:00 PM,8.082,,,,,
222,01/29/22 07:00:00 PM,7.481,,,,,
223,01/29/22 08:00:00 PM,7.381,,,,,
224,01/29/22 09:00:00 PM,7.179,,,,,
225,01/29/22 10:00:00 PM,6.775,,,,,
226,01/29/22 11:00:00 PM,6.268,,,,,
227,01/30/22 12:00:00 AM,5.552,,,,,
228,01/30/22 01:00:00 AM,5.347,,,,,
229,01/30/22 02:00:00 AM,5.450,,,,,
230,01/30/22 03:00:00 AM,5.552,,,,,
231,01/30/22 04:00:00 AM,5.141,,,,,
232,01/30/22 05:00:00 AM,4.207,,,,,
233,01/30/22 06:00:00 AM,4.934,,,,,
234,01/30/22 07:00:00 AM,4.934,,,,,
235,01/30/22 08:00:00 AM,4.934,,,,,
236,01/30/22 09:00:00 AM,5.141,,,,,
237,01/30/22 10:00:00 AM,6.166,,,,,
238,01/30/22 11:00:00 AM,7.983,,,,,
239,01/30/22 12:00:00 PM,11.819,,,,,
240,01/30/22 01:00:00 PM,11.916,,,,,
241,01/30/22 02:00:00 PM,11.916,,,,,
242,01/30/22 03:00:00 PM,11.625,,,,,
243,01/30/22 04:00:00 PM,8.680,,,,,
244,01/30/22 05:00:00 PM,8.082,,,,,
245,01/30/22 06:00:00 PM,5.962,,,,,
246,01/30/22 07:00:00 PM,5.347,,,,,
247,01/30/22 08:00:00 PM,3.683,,,,,
248,01/30/22 09:00:00 PM,2.837,,,,,
249,01/30/22 10:00:00 PM,2.624,,,,,
250,01/30/22 11:00:00 PM,2.517,,,,,
251,01/31/22 12:00:00 AM,2.088,,,,,
252,01/31/22 01:00:00 AM,1.764,,,,,
253,01/31/22 02:00:00 AM,2.303,,,,,
254,01/31/22 03:00:00 AM,1.764,,,,,
255,01/31/22 04:00:00 AM,1.980,,,,,
256,01/31/22 05:00:00 AM,1.980,,,,,
257,01/31/22 06:00:00 AM,2.088,,,,,
258,01/31/22 07:00:00 AM,2.624,,,,,
259,01/31/22 08:00:00 AM,2.303,,,,,
260,01/31/22 09:00:00 AM,3.367,,,,,
261,01/31/22 10:00:00 AM,4.934,,,,,
262,01/31/22 11:00:00 AM,5.655,,,,,
263,01/31/22 12:00:00 PM,9.176,,,,,
264,01/31/22 01:00:00 PM,13.654,,,,,
265,01/31/22 02:00:00 PM,16.808,,,,,
266,01/31/22 03:00:00 PM,12.883,,,,,
267,01/31/22 04:00:00 PM,7.782,,,,,
268,01/31/22 05:00:00 PM,5.655,,,,,
269,01/31/22 06:00:00 PM,4.102,,,,,
270,01/31/22 07:00:00 PM,4.207,,,,,
271,01/31/22 08:00:00 PM,4.311,,,,,
272,01/31/22 09:00:00 PM,4.207,,,,,
273,01/31/22 10:00:00 PM,3.998,,,,,
274,01/31/22 11:00:00 PM,3.788,,,,,
275,02/01/22 12:00:00 AM,3.683,,,,,
276,02/01/22 01:00:00 AM,3.367,,,,,
277,02/01/22 02:00:00 AM,1.980,,,,,
278,02/01/22 03:00:00 AM,1.112,,,,,
279,02/01/22 04:00:00 AM,0.121,,,,,
280,02/01/22 05:00:00 AM,0.343,,,,,
281,02/01/22 06:00:00 AM,0.232,,,,,
282,02/01/22 07:00:00 AM,-0.662,,,,,
283,02/01/22 08:00:00 AM,0.784,,,,,
284,02/01/22 09:00:00 AM,2.303,,,,,
285,02/01/22 10:00:00 AM,3.367,,,,,
286,02/01/22 11:00:00 AM,4.207,,,,,
287,02/01/22 12:00:00 PM,5.962,,,,,
288,02/01/22 01:00:00 PM,10.161,,,,,
289,02/01/22 02:00:00 PM,12.883,,,,,
290,02/01/22 03:00:00 PM,8.879,,,,,
291,02/01/22 04:00:00 PM,6.064,,,,,
292,02/01/22 05:00:00 PM,5.037,,,,,
293,02/01/22 06:00:00 PM,3.261,,,,,
294,02/01/22 07:00:00 PM,3.261,,,,,
295,02/01/22 08:00:00 PM,2.195,,,,,
296,02/01/22 09:00:00 PM,1.439,,,,,
297,02/01/22 10:00:00 PM,0.563,,,,,
298,02/01/22 11:00:00 PM,0.453,,,,,
299,02/02/22 12:00:00 AM,0.232,,,,,
300,02/02/22 01:00:00 AM,0.010,,,,,
301,02/02/22 02:00:00 AM,-1.001,,,,,
302,02/02/22 03:00:00 AM,-1.570,,,,,
303,02/02/22 04:00:00 AM,-1.228,,,,,
304,02/02/22 05:00:00 AM,-0.774,,,,,
305,02/02/22 06:00:00 AM,-0.774,,,,,
306,02/02/22 07:00:00 AM,-0.887,,,,,
307,02/02/22 08:00:00 AM,-0.549,,,,,
308,02/02/22 09:00:00 AM,0.121,,,,,
309,02/02/22 10:00:00 AM,1.330,,,,,
310,02/02/22 11:00:00 AM,1.764,,,,,
311,02/02/22 12:00:00 PM,3.261,,,,,
312,02/02/22 01:00:00 PM,4.727,,,,,
313,02/02/22 02:00:00 PM,6.064,,,,,
314,02/02/22 03:00:00 PM,5.757,,,,,
315,02/02/22 04:00:00 PM,5.757,,,,,
316,02/02/22 05:00:00 PM,5.757,,,,,
317,02/02/22 06:00:00 PM,5.450,,,,,
318,02/02/22 07:00:00 PM,5.552,,,,,
319,02/02/22 08:00:00 PM,5.552,,,,,
320,02/02/22 09:00:00 PM,5.655,,,,,
321,02/02/22 10:00:00 PM,5.552,,,,,
322,02/02/22 11:00:00 PM,5.347,,,,,
323,02/03/22 12:00:00 AM,5.347,,,,,
324,02/03/22 01:00:00 AM,5.450,,,,,
325,02/03/22 02:00:00 AM,5.347,,,,,
326,02/03/22 03:00:00 AM,5.141,,,,,
327,02/03/22 04:00:00 AM,5.141,,,,,
328,02/03/22 05:00:00 AM,5.450,,,,,
329,02/03/22 06:00:00 AM,5.347,,,,,
330,02/03/22 07:00:00 AM,5.037,,,,,
331,02/03/22 08:00:00 AM,5.141,,,,,
332,02/03/22 09:00:00 AM,5.860,,,,,
333,02/03/22 10:00:00 AM,6.370,,,,,
334,02/03/22 11:00:00 AM,6.978,,,,,
335,02/03/22 12:00:00 PM,8.182,,,,,
336,02/03/22 01:00:00 PM,8.680,,,,,
337,02/03/22 02:00:00 PM,8.978,,,,,
338,02/03/22 03:00:00 PM,9.472,,,,,
339,02/03/22 04:00:00 PM,8.779,,,,,
340,02/03/22 05:00:00 PM,7.882,,,,,
341,02/03/22 06:00:00 PM,7.381,,,,,
342,02/03/22 07:00:00 PM,7.079,,,,,
343,02/03/22 08:00:00 PM,6.877,,,,,
344,02/03/22 09:00:00 PM,6.775,,,,,
345,02/03/22 10:00:00 PM,6.573,,,,,
346,02/03/22 11:00:00 PM,6.370,,,,,
347,02/04/22 12:00:00 AM,5.450,,,,,
348,02/04/22 01:00:00 AM,4.311,,,,,
349,02/04/22 02:00:00 AM,3.578,,,,,
350,02/04/22 03:00:00 AM,2.943,,,,,
351,02/04/22 04:00:00 AM,3.155,,,,,
352,02/04/22 05:00:00 AM,3.261,,,,,
353,02/04/22 06:00:00 AM,2.943,,,,,
354,02/04/22 07:00:00 AM,3.155,,,,,
355,02/04/22 08:00:00 AM,3.893,,,,,
356,02/04/22 09:00:00 AM,4.519,,,,,
357,02/04/22 10:00:00 AM,5.655,,,,,
358,02/04/22 11:00:00 AM,7.481,,,,,
359,02/04/22 12:00:00 PM,11.334,,,,,
360,02/04/22 01:00:00 PM,10.161,,,,,
361,02/04/22 02:00:00 PM,8.481,,,,,
362,02/04/22 03:00:00 PM,8.282,,,,,
363,02/04/22 04:00:00 PM,8.680,,,,,
364,02/04/22 05:00:00 PM,7.582,,,,,
365,02/04/22 06:00:00 PM,7.280,,,,,
366,02/04/22 07:00:00 PM,7.079,,,,,
367,02/04/22 08:00:00 PM,6.978,,,,,
368,02/04/22 09:00:00 PM,6.775,,,,,
369,02/04/22 10:00:00 PM,5.962,,,,,
370,02/04/22 11:00:00 PM,5.347,,,,,
371,02/05/22 12:00:00 AM,4.831,,,,,
372,02/05/22 01:00:00 AM,5.244,,,,,
373,02/05/22 02:00:00 AM,5.244,,,,,
374,02/05/22 03:00:00 AM,5.347,,,,,
375,02/05/22 04:00:00 AM,5.347,,,,,
376,02/05/22 05:00:00 AM,5.244,,,,,
377,02/05/22 06:00:00 AM,5.244,,,,,
378,02/05/22 07:00:00 AM,5.244,,,,,
379,02/05/22 08:00:00 AM,5.450,,,,,
380,02/05/22 09:00:00 AM,6.064,,,,,
381,02/05/22 10:00:00 AM,7.079,,,,,
382,02/05/22 11:00:00 AM,7.682,,,,,
383,02/05/22 12:00:00 PM,9.472,,,,,
384,02/05/22 01:00:00 PM,8.779,,,,,
385,02/05/22 02:00:00 PM,9.176,,,,,
386,02/05/22 03:00:00 PM,9.077,,,,,
387,02/05/22 04:00:00 PM,8.779,,,,,
388,02/05/22 05:00:00 PM,7.582,,,,,
389,02/05/22 06:00:00 PM,6.064,,,,,
390,02/05/22 07:00:00 PM,5.655,,,,,
391,02/05/22 08:00:00 PM,4.727,,,,,
392,02/05/22 09:00:00 PM,3.998,,,,,
393,02/05/22 10:00:00 PM,3.788,,,,,
394,02/05/22 11:00:00 PM,3.261,,,,,
395,02/06/22 12:00:00 AM,2.837,,,,,
396,02/06/22 01:00:00 AM,2.088,,,,,
397,02/06/22 02:00:00 AM,1.872,,,,,
398,02/06/22 03:00:00 AM,2.837,,,,,
399,02/06/22 04:00:00 AM,3.788,,,,,
400,02/06/22 05:00:00 AM,3.261,,,,,
401,02/06/22 06:00:00 AM,3.049,,,,,
402,02/06/22 07:00:00 AM,2.303,,,,,
403,02/06/22 08:00:00 AM,3.049,,,,,
404,02/06/22 09:00:00 AM,4.311,,,,,
405,02/06/22 10:00:00 AM,4.934,,,,,
406,02/06/22 11:00:00 AM,5.552,,,,,
407,02/06/22 12:00:00 PM,6.573,,,,,
408,02/06/22 01:00:00 PM,7.782,,,,,
409,02/06/22 02:00:00 PM,19.472,,,,,
410,02/06/22 03:00:00 PM,11.625,,,,,
411,02/06/22 04:00:00 PM,9.373,,,,,
412,02/06/22 05:00:00 PM,7.682,,,,,
413,02/06/22 06:00:00 PM,5.962,,,,,
414,02/06/22 07:00:00 PM,4.623,,,,,
415,02/06/22 08:00:00 PM,3.683,,,,,
416,02/06/22 09:00:00 PM,2.943,,,,,
417,02/06/22 10:00:00 PM,3.049,,,,,
418,02/06/22 11:00:00 PM,2.517,,,,,
419,02/07/22 12:00:00 AM,2.517,,,,,
420,02/07/22 01:00:00 AM,1.872,,,,,
421,02/07/22 02:00:00 AM,2.303,,,,,
422,02/07/22 03:00:00 AM,2.088,,,,,
423,02/07/22 04:00:00 AM,2.410,,,,,
424,02/07/22 05:00:00 AM,4.415,,,,,
425,02/07/22 06:00:00 AM,6.064,,,,,
426,02/07/22 07:00:00 AM,6.775,,,,,
427,02/07/22 08:00:00 AM,7.582,,,,,
428,02/07/22 09:00:00 AM,8.879,,,,,
429,02/07/22 10:00:00 AM,9.176,,,,,
430,02/07/22 11:00:00 AM,10.161,,,,,
431,02/07/22 12:00:00 PM,12.690,,,,,
432,02/07/22 01:00:00 PM,15.282,,,,,
433,02/07/22 02:00:00 PM,22.238,,,,,
434,02/07/22 03:00:00 PM,15.091,,,,,
435,02/07/22 04:00:00 PM,11.431,,,,,
436,02/07/22 05:00:00 PM,9.965,,,,,
437,02/07/22 06:00:00 PM,8.680,,,,,
438,02/07/22 07:00:00 PM,7.280,,,,,
439,02/07/22 08:00:00 PM,5.244,,,,,
440,02/07/22 09:00:00 PM,5.037,,,,,
441,02/07/22 10:00:00 PM,4.831,,,,,
442,02/07/22 11:00:00 PM,5.347,,,,,
443,02/08/22 12:00:00 AM,5.860,,,,,
444,02/08/22 01:00:00 AM,5.860,,,,,
445,02/08/22 02:00:00 AM,5.860,,,,,
446,02/08/22 03:00:00 AM,5.244,,,,,
447,02/08/22 04:00:00 AM,4.727,,,,,
448,02/08/22 05:00:00 AM,3.893,,,,,
449,02/08/22 06:00:00 AM,3.367,,,,,
450,02/08/22 07:00:00 AM,3.893,,,,,
451,02/08/22 08:00:00 AM,4.311,,,,,
452,02/08/22 09:00:00 AM,4.934,,,,,
453,02/08/22 10:00:00 AM,5.655,,,,,
454,02/08/22 11:00:00 AM,6.775,,,,,
455,02/08/22 12:00:00 PM,7.882,,,,,
456,02/08/22 01:00:00 PM,9.669,,,,,
457,02/08/22 02:00:00 PM,9.669,,,,,
458,02/08/22 03:00:00 PM,8.779,,,,,
459,02/08/22 04:00:00 PM,8.382,,,,,
460,02/08/22 05:00:00 PM,7.782,,,,,
461,02/08/22 06:00:00 PM,6.166,,,,,
462,02/08/22 07:00:00 PM,5.552,,,,,
463,02/08/22 08:00:00 PM,5.347,,,,,
464,02/08/22 09:00:00 PM,5.757,,,,,
465,02/08/22 10:00:00 PM,4.934,,,,,
466,02/08/22 11:00:00 PM,5.450,,,,,
467,02/09/22 12:00:00 AM,5.552,,,,,
468,02/09/22 01:00:00 AM,5.655,,,,,
469,02/09/22 02:00:00 AM,5.037,,,,,
470,02/09/22 03:00:00 AM,4.727,,,,,
471,02/09/22 04:00:00 AM,4.207,,,,,
472,02/09/22 05:00:00 AM,3.472,,,,,
473,02/09/22 06:00:00 AM,3.578,,,,,
474,02/09/22 07:00:00 AM,4.207,,,,,
475,02/09/22 08:00:00 AM,5.244,,,,,
476,02/09/22 09:00:00 AM,6.978,,,,,
477,02/09/22 10:00:00 AM,8.680,,,,,
478,02/09/22 11:00:00 AM,10.259,,,,,
479,02/09/22 12:00:00 PM,12.304,,,,,
480,02/09/22 01:00:00 PM,14.325,,,,,
481,02/09/22 02:00:00 PM,21.855,,,,,
482,02/09/22 03:00:00 PM,14.996,,,,,
483,02/09/22 04:00:00 PM,12.497,,,,,
484,02/09/22 05:00:00 PM,10.748,,,,,
485,02/09/22 06:00:00 PM,9.965,,,,,
486,02/09/22 07:00:00 PM,8.581,,,,,
487,02/09/22 08:00:00 PM,7.280,,,,,
488,02/09/22 09:00:00 PM,6.573,,,,,
489,02/09/22 10:00:00 PM,5.860,,,,,
490,02/09/22 11:00:00 PM,5.141,,,,,
491,02/10/22 12:00:00 AM,4.727,,,,,
492,02/10/22 01:00:00 AM,4.519,,,,,
493,02/10/22 02:00:00 AM,3.893,,,,,
494,02/10/22 03:00:00 AM,4.934,,,,,
495,02/10/22 04:00:00 AM,5.757,,,,,
496,02/10/22 05:00:00 AM,6.064,,,,,
497,02/10/22 06:00:00 AM,5.962,,,,,
498,02/10/22 07:00:00 AM,5.655,,,,,
499,02/10/22 08:00:00 AM,5.757,,,,,
500,02/10/22 09:00:00 AM,6.268,,,,,
501,02/10/22 10:00:00 AM,6.978,,,,,
502,02/10/22 11:00:00 AM,8.581,,,,,
503,02/10/22 12:00:00 PM,8.779,,,,,
504,02/10/22 01:00:00 PM,9.176,,,,,
505,02/10/22 02:00:00 PM,9.077,,,,,
506,02/10/22 03:00:00 PM,8.879,,,,,
507,02/10/22 04:00:00 PM,8.481,,,,,
508,02/10/22 05:00:00 PM,7.983,,,,,
509,02/10/22 06:00:00 PM,7.582,,,,,
510,02/10/22 07:00:00 PM,7.381,,,,,
511,02/10/22 08:00:00 PM,7.280,,,,,
512,02/10/22 09:00:00 PM,7.381,,,,,
513,02/10/22 10:00:00 PM,7.179,,,,,
514,02/10/22 11:00:00 PM,6.978,,,,,
515,02/11/22 12:00:00 AM,6.674,,,,,
516,02/11/22 01:00:00 AM,6.370,,,,,
517,02/11/22 02:00:00 AM,6.471,,,,,
518,02/11/22 03:00:00 AM,6.775,,,,,
519,02/11/22 04:00:00 AM,6.877,,,,,
520,02/11/22 05:00:00 AM,6.877,,,,,
521,02/11/22 06:00:00 AM,6.978,,,,,
522,02/11/22 07:00:00 AM,6.978,,,,,
523,02/11/22 08:00:00 AM,7.079,,,,,
524,02/11/22 09:00:00 AM,7.381,,,,,
525,02/11/22 10:00:00 AM,7.782,,,,,
