"Plot Title: 21162232"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 21162232, SEN S/N: 21162232)","Coupler Attached (LGR S/N: 21162232)","Host Connected (LGR S/N: 21162232)","Coupler Detached (LGR S/N: 21162232)","Bad Battery (LGR S/N: 21162232)","End Of File (LGR S/N: 21162232)"
117,09/29/21 09:00:00 AM,13.076,,,,,
118,09/29/21 10:00:00 AM,14.230,,,,,
119,09/29/21 11:00:00 AM,14.804,,,,,
120,09/29/21 12:00:00 PM,16.523,,,,,
121,09/29/21 01:00:00 PM,17.760,,,,,
122,09/29/21 02:00:00 PM,15.282,,,,,
123,09/29/21 03:00:00 PM,16.237,,,,,
124,09/29/21 04:00:00 PM,17.094,,,,,
125,09/29/21 05:00:00 PM,16.618,,,,,
126,09/29/21 06:00:00 PM,15.091,,,,,
127,09/29/21 07:00:00 PM,14.134,,,,,
128,09/29/21 08:00:00 PM,14.038,,,,,
129,09/29/21 09:00:00 PM,14.709,,,,,
130,09/29/21 10:00:00 PM,14.804,,,,,
131,09/29/21 11:00:00 PM,13.654,,,,,
132,09/30/21 12:00:00 AM,13.558,,,,,
133,09/30/21 01:00:00 AM,13.365,,,,,
134,09/30/21 02:00:00 AM,12.980,,,,,
135,09/30/21 03:00:00 AM,13.173,,,,,
136,09/30/21 04:00:00 AM,13.461,,,,,
137,09/30/21 05:00:00 AM,13.750,,,,,
138,09/30/21 06:00:00 AM,14.325,,,,,
139,09/30/21 07:00:00 AM,14.613,,,,,
140,09/30/21 08:00:00 AM,15.378,,,,,
141,09/30/21 09:00:00 AM,16.618,,,,,
142,09/30/21 10:00:00 AM,14.517,,,,,
143,09/30/21 11:00:00 AM,14.421,,,,,
144,09/30/21 12:00:00 PM,13.558,,,,,
145,09/30/21 01:00:00 PM,13.558,,,,,
146,09/30/21 02:00:00 PM,13.558,,,,,
147,09/30/21 03:00:00 PM,12.980,,,,,
148,09/30/21 04:00:00 PM,14.709,,,,,
149,09/30/21 05:00:00 PM,20.329,,,,,
150,09/30/21 06:00:00 PM,13.654,,,,,
151,09/30/21 07:00:00 PM,11.236,,,,,
152,09/30/21 08:00:00 PM,10.161,,,,,
153,09/30/21 09:00:00 PM,9.965,,,,,
154,09/30/21 10:00:00 PM,10.846,,,,,
155,09/30/21 11:00:00 PM,11.722,,,,,
156,10/01/21 12:00:00 AM,12.110,,,,,
157,10/01/21 01:00:00 AM,11.916,,,,,
158,10/01/21 02:00:00 AM,11.819,,,,,
159,10/01/21 03:00:00 AM,11.819,,,,,
160,10/01/21 04:00:00 AM,11.528,,,,,
161,10/01/21 05:00:00 AM,11.528,,,,,
162,10/01/21 06:00:00 AM,11.625,,,,,
163,10/01/21 07:00:00 AM,10.553,,,,,
164,10/01/21 08:00:00 AM,10.846,,,,,
165,10/01/21 09:00:00 AM,13.076,,,,,
166,10/01/21 10:00:00 AM,14.325,,,,,
167,10/01/21 11:00:00 AM,14.804,,,,,
168,10/01/21 12:00:00 PM,16.618,,,,,
169,10/01/21 01:00:00 PM,20.805,,,,,
170,10/01/21 02:00:00 PM,29.252,,,,,
171,10/01/21 03:00:00 PM,30.558,,,,,
172,10/01/21 04:00:00 PM,18.616,,,,,
173,10/01/21 05:00:00 PM,22.429,,,,,
174,10/01/21 06:00:00 PM,15.951,,,,,
175,10/01/21 07:00:00 PM,12.787,,,,,
176,10/01/21 08:00:00 PM,11.819,,,,,
177,10/01/21 09:00:00 PM,11.236,,,,,
178,10/01/21 10:00:00 PM,10.651,,,,,
179,10/01/21 11:00:00 PM,10.455,,,,,
180,10/02/21 12:00:00 AM,8.680,,,,,
181,10/02/21 01:00:00 AM,7.782,,,,,
182,10/02/21 02:00:00 AM,7.481,,,,,
183,10/02/21 03:00:00 AM,6.978,,,,,
184,10/02/21 04:00:00 AM,6.370,,,,,
185,10/02/21 05:00:00 AM,6.471,,,,,
186,10/02/21 06:00:00 AM,7.882,,,,,
187,10/02/21 07:00:00 AM,7.582,,,,,
188,10/02/21 08:00:00 AM,8.680,,,,,
189,10/02/21 09:00:00 AM,10.553,,,,,
190,10/02/21 10:00:00 AM,13.173,,,,,
191,10/02/21 11:00:00 AM,14.517,,,,,
192,10/02/21 12:00:00 PM,15.951,,,,,
193,10/02/21 01:00:00 PM,26.097,,,,,
194,10/02/21 02:00:00 PM,34.058,,,,,
195,10/02/21 03:00:00 PM,28.555,,,,,
196,10/02/21 04:00:00 PM,20.329,,,,,
197,10/02/21 05:00:00 PM,26.097,,,,,
198,10/02/21 06:00:00 PM,18.045,,,,,
199,10/02/21 07:00:00 PM,15.569,,,,,
200,10/02/21 08:00:00 PM,13.942,,,,,
201,10/02/21 09:00:00 PM,12.787,,,,,
202,10/02/21 10:00:00 PM,12.013,,,,,
203,10/02/21 11:00:00 PM,11.334,,,,,
204,10/03/21 12:00:00 AM,11.139,,,,,
205,10/03/21 01:00:00 AM,11.236,,,,,
206,10/03/21 02:00:00 AM,11.625,,,,,
207,10/03/21 03:00:00 AM,12.304,,,,,
208,10/03/21 04:00:00 AM,12.304,,,,,
209,10/03/21 05:00:00 AM,12.207,,,,,
210,10/03/21 06:00:00 AM,12.401,,,,,
211,10/03/21 07:00:00 AM,12.497,,,,,
212,10/03/21 08:00:00 AM,12.013,,,,,
213,10/03/21 09:00:00 AM,13.365,,,,,
214,10/03/21 10:00:00 AM,13.654,,,,,
215,10/03/21 11:00:00 AM,14.804,,,,,
216,10/03/21 12:00:00 PM,14.325,,,,,
217,10/03/21 01:00:00 PM,16.332,,,,,
218,10/03/21 02:00:00 PM,14.613,,,,,
219,10/03/21 03:00:00 PM,16.618,,,,,
220,10/03/21 04:00:00 PM,16.808,,,,,
221,10/03/21 05:00:00 PM,15.664,,,,,
222,10/03/21 06:00:00 PM,13.654,,,,,
223,10/03/21 07:00:00 PM,13.076,,,,,
224,10/03/21 08:00:00 PM,12.401,,,,,
225,10/03/21 09:00:00 PM,11.334,,,,,
226,10/03/21 10:00:00 PM,12.013,,,,,
227,10/03/21 11:00:00 PM,11.625,,,,,
228,10/04/21 12:00:00 AM,11.625,,,,,
229,10/04/21 01:00:00 AM,11.431,,,,,
230,10/04/21 02:00:00 AM,11.236,,,,,
231,10/04/21 03:00:00 AM,11.236,,,,,
232,10/04/21 04:00:00 AM,11.236,,,,,
233,10/04/21 05:00:00 AM,11.334,,,,,
234,10/04/21 06:00:00 AM,11.334,,,,,
235,10/04/21 07:00:00 AM,11.139,,,,,
236,10/04/21 08:00:00 AM,11.528,,,,,
237,10/04/21 09:00:00 AM,11.916,,,,,
238,10/04/21 10:00:00 AM,12.304,,,,,
239,10/04/21 11:00:00 AM,15.951,,,,,
240,10/04/21 12:00:00 PM,15.282,,,,,
241,10/04/21 01:00:00 PM,31.370,,,,,
242,10/04/21 02:00:00 PM,18.616,,,,,
243,10/04/21 02:51:26 PM,,Logged,,,,
244,10/04/21 02:51:35 PM,,,Logged,,,
245,10/04/21 02:52:21 PM,,,,Logged,,
246,10/04/21 03:00:00 PM,23.100,,,,,
247,10/04/21 04:00:00 PM,19.187,,,,,
248,10/04/21 05:00:00 PM,20.615,,,,,
249,10/04/21 06:00:00 PM,15.951,,,,,
250,10/04/21 07:00:00 PM,13.461,,,,,
251,10/04/21 08:00:00 PM,12.401,,,,,
252,10/04/21 09:00:00 PM,12.304,,,,,
253,10/04/21 10:00:00 PM,11.722,,,,,
254,10/04/21 11:00:00 PM,11.041,,,,,
255,10/05/21 12:00:00 AM,10.651,,,,,
256,10/05/21 01:00:00 AM,10.651,,,,,
257,10/05/21 02:00:00 AM,9.373,,,,,
258,10/05/21 03:00:00 AM,8.581,,,,,
259,10/05/21 04:00:00 AM,9.077,,,,,
260,10/05/21 05:00:00 AM,9.571,,,,,
261,10/05/21 06:00:00 AM,10.748,,,,,
262,10/05/21 07:00:00 AM,11.139,,,,,
263,10/05/21 08:00:00 AM,11.528,,,,,
264,10/05/21 09:00:00 AM,11.625,,,,,
265,10/05/21 10:00:00 AM,11.625,,,,,
266,10/05/21 11:00:00 AM,12.497,,,,,
267,10/05/21 12:00:00 PM,12.594,,,,,
268,10/05/21 01:00:00 PM,12.497,,,,,
269,10/05/21 02:00:00 PM,13.558,,,,,
270,10/05/21 03:00:00 PM,13.173,,,,,
271,10/05/21 04:00:00 PM,13.173,,,,,
272,10/05/21 05:00:00 PM,15.664,,,,,
273,10/05/21 06:00:00 PM,13.173,,,,,
274,10/05/21 07:00:00 PM,10.748,,,,,
275,10/05/21 08:00:00 PM,10.259,,,,,
276,10/05/21 09:00:00 PM,9.176,,,,,
277,10/05/21 10:00:00 PM,8.082,,,,,
278,10/05/21 11:00:00 PM,7.481,,,,,
279,10/06/21 12:00:00 AM,7.481,,,,,
280,10/06/21 01:00:00 AM,7.280,,,,,
281,10/06/21 02:00:00 AM,8.481,,,,,
282,10/06/21 03:00:00 AM,7.782,,,,,
283,10/06/21 04:00:00 AM,8.182,,,,,
284,10/06/21 05:00:00 AM,7.280,,,,,
285,10/06/21 06:00:00 AM,8.382,,,,,
286,10/06/21 07:00:00 AM,8.581,,,,,
287,10/06/21 08:00:00 AM,8.382,,,,,
288,10/06/21 09:00:00 AM,10.357,,,,,
289,10/06/21 10:00:00 AM,13.269,,,,,
290,10/06/21 11:00:00 AM,12.787,,,,,
291,10/06/21 12:00:00 PM,11.041,,,,,
292,10/06/21 01:00:00 PM,13.076,,,,,
293,10/06/21 02:00:00 PM,17.855,,,,,
294,10/06/21 03:00:00 PM,14.900,,,,,
295,10/06/21 04:00:00 PM,15.378,,,,,
296,10/06/21 05:00:00 PM,16.713,,,,,
297,10/06/21 06:00:00 PM,12.401,,,,,
298,10/06/21 07:00:00 PM,10.846,,,,,
299,10/06/21 08:00:00 PM,9.965,,,,,
300,10/06/21 09:00:00 PM,8.182,,,,,
301,10/06/21 10:00:00 PM,7.582,,,,,
302,10/06/21 11:00:00 PM,6.573,,,,,
303,10/07/21 12:00:00 AM,6.674,,,,,
304,10/07/21 01:00:00 AM,7.682,,,,,
305,10/07/21 02:00:00 AM,7.179,,,,,
306,10/07/21 03:00:00 AM,5.962,,,,,
307,10/07/21 04:00:00 AM,6.268,,,,,
308,10/07/21 05:00:00 AM,4.831,,,,,
309,10/07/21 06:00:00 AM,5.244,,,,,
310,10/07/21 07:00:00 AM,4.207,,,,,
311,10/07/21 08:00:00 AM,4.415,,,,,
312,10/07/21 09:00:00 AM,8.680,,,,,
313,10/07/21 10:00:00 AM,11.139,,,,,
314,10/07/21 11:00:00 AM,11.236,,,,,
315,10/07/21 12:00:00 PM,12.980,,,,,
316,10/07/21 01:00:00 PM,23.484,,,,,
317,10/07/21 02:00:00 PM,28.456,,,,,
318,10/07/21 03:00:00 PM,28.655,,,,,
319,10/07/21 04:00:00 PM,16.237,,,,,
320,10/07/21 05:00:00 PM,18.616,,,,,
321,10/07/21 06:00:00 PM,12.497,,,,,
322,10/07/21 07:00:00 PM,9.866,,,,,
323,10/07/21 08:00:00 PM,8.680,,,,,
324,10/07/21 09:00:00 PM,8.382,,,,,
325,10/07/21 10:00:00 PM,8.481,,,,,
326,10/07/21 11:00:00 PM,7.179,,,,,
327,10/08/21 12:00:00 AM,5.141,,,,,
328,10/08/21 01:00:00 AM,4.311,,,,,
329,10/08/21 02:00:00 AM,3.472,,,,,
330,10/08/21 03:00:00 AM,3.578,,,,,
331,10/08/21 04:00:00 AM,4.102,,,,,
332,10/08/21 05:00:00 AM,5.655,,,,,
333,10/08/21 06:00:00 AM,6.166,,,,,
334,10/08/21 07:00:00 AM,6.166,,,,,
335,10/08/21 08:00:00 AM,6.268,,,,,
336,10/08/21 09:00:00 AM,8.481,,,,,
337,10/08/21 10:00:00 AM,10.161,,,,,
338,10/08/21 11:00:00 AM,12.304,,,,,
339,10/08/21 12:00:00 PM,16.237,,,,,
340,10/08/21 01:00:00 PM,28.060,,,,,
341,10/08/21 02:00:00 PM,30.054,,,,,
342,10/08/21 03:00:00 PM,29.053,,,,,
343,10/08/21 04:00:00 PM,16.332,,,,,
344,10/08/21 05:00:00 PM,20.424,,,,,
345,10/08/21 06:00:00 PM,13.942,,,,,
346,10/08/21 07:00:00 PM,10.553,,,,,
347,10/08/21 08:00:00 PM,8.978,,,,,
348,10/08/21 09:00:00 PM,7.983,,,,,
349,10/08/21 10:00:00 PM,6.877,,,,,
350,10/08/21 11:00:00 PM,6.166,,,,,
351,10/09/21 12:00:00 AM,5.347,,,,,
352,10/09/21 01:00:00 AM,6.064,,,,,
353,10/09/21 02:00:00 AM,6.370,,,,,
354,10/09/21 03:00:00 AM,5.552,,,,,
355,10/09/21 04:00:00 AM,6.471,,,,,
356,10/09/21 05:00:00 AM,6.978,,,,,
357,10/09/21 06:00:00 AM,7.381,,,,,
358,10/09/21 07:00:00 AM,7.481,,,,,
359,10/09/21 08:00:00 AM,8.282,,,,,
360,10/09/21 09:00:00 AM,9.571,,,,,
361,10/09/21 10:00:00 AM,12.304,,,,,
362,10/09/21 11:00:00 AM,15.664,,,,,
363,10/09/21 12:00:00 PM,15.282,,,,,
364,10/09/21 01:00:00 PM,15.760,,,,,
365,10/09/21 02:00:00 PM,15.187,,,,,
366,10/09/21 03:00:00 PM,16.237,,,,,
367,10/09/21 04:00:00 PM,15.187,,,,,
368,10/09/21 05:00:00 PM,14.804,,,,,
369,10/09/21 06:00:00 PM,14.230,,,,,
370,10/09/21 07:00:00 PM,13.750,,,,,
371,10/09/21 08:00:00 PM,13.365,,,,,
372,10/09/21 09:00:00 PM,11.625,,,,,
373,10/09/21 10:00:00 PM,11.236,,,,,
374,10/09/21 11:00:00 PM,11.139,,,,,
375,10/10/21 12:00:00 AM,11.431,,,,,
376,10/10/21 01:00:00 AM,12.110,,,,,
377,10/10/21 02:00:00 AM,11.528,,,,,
378,10/10/21 03:00:00 AM,11.139,,,,,
379,10/10/21 04:00:00 AM,10.259,,,,,
380,10/10/21 05:00:00 AM,9.571,,,,,
381,10/10/21 06:00:00 AM,8.978,,,,,
382,10/10/21 07:00:00 AM,8.182,,,,,
383,10/10/21 08:00:00 AM,8.879,,,,,
384,10/10/21 09:00:00 AM,8.779,,,,,
385,10/10/21 10:00:00 AM,11.236,,,,,
386,10/10/21 11:00:00 AM,12.401,,,,,
387,10/10/21 12:00:00 PM,13.269,,,,,
388,10/10/21 01:00:00 PM,20.329,,,,,
389,10/10/21 02:00:00 PM,21.473,,,,,
390,10/10/21 03:00:00 PM,25.708,,,,,
391,10/10/21 04:00:00 PM,13.654,,,,,
392,10/10/21 05:00:00 PM,13.942,,,,,
393,10/10/21 06:00:00 PM,12.401,,,,,
394,10/10/21 07:00:00 PM,11.041,,,,,
395,10/10/21 08:00:00 PM,9.472,,,,,
396,10/10/21 09:00:00 PM,8.879,,,,,
397,10/10/21 10:00:00 PM,7.179,,,,,
398,10/10/21 11:00:00 PM,6.978,,,,,
399,10/11/21 12:00:00 AM,6.471,,,,,
400,10/11/21 01:00:00 AM,6.370,,,,,
401,10/11/21 02:00:00 AM,6.471,,,,,
402,10/11/21 03:00:00 AM,6.775,,,,,
403,10/11/21 04:00:00 AM,6.573,,,,,
404,10/11/21 05:00:00 AM,5.655,,,,,
405,10/11/21 06:00:00 AM,3.998,,,,,
406,10/11/21 07:00:00 AM,3.472,,,,,
407,10/11/21 08:00:00 AM,5.552,,,,,
408,10/11/21 09:00:00 AM,6.877,,,,,
409,10/11/21 10:00:00 AM,9.965,,,,,
410,10/11/21 11:00:00 AM,9.373,,,,,
411,10/11/21 12:00:00 PM,10.651,,,,,
412,10/11/21 01:00:00 PM,18.806,,,,,
413,10/11/21 02:00:00 PM,18.996,,,,,
414,10/11/21 03:00:00 PM,26.683,,,,,
415,10/11/21 04:00:00 PM,13.558,,,,,
416,10/11/21 05:00:00 PM,16.427,,,,,
417,10/11/21 06:00:00 PM,10.357,,,,,
418,10/11/21 07:00:00 PM,8.382,,,,,
419,10/11/21 08:00:00 PM,6.166,,,,,
420,10/11/21 09:00:00 PM,5.244,,,,,
421,10/11/21 10:00:00 PM,4.207,,,,,
422,10/11/21 11:00:00 PM,3.367,,,,,
423,10/12/21 12:00:00 AM,2.517,,,,,
424,10/12/21 01:00:00 AM,2.195,,,,,
425,10/12/21 02:00:00 AM,1.764,,,,,
426,10/12/21 03:00:00 AM,1.112,,,,,
427,10/12/21 04:00:00 AM,0.893,,,,,
428,10/12/21 05:00:00 AM,0.343,,,,,
429,10/12/21 06:00:00 AM,0.232,,,,,
430,10/12/21 07:00:00 AM,0.232,,,,,
431,10/12/21 08:00:00 AM,1.003,,,,,
432,10/12/21 09:00:00 AM,4.102,,,,,
433,10/12/21 10:00:00 AM,5.757,,,,,
434,10/12/21 11:00:00 AM,7.782,,,,,
435,10/12/21 12:00:00 PM,10.553,,,,,
436,10/12/21 01:00:00 PM,10.944,,,,,
437,10/12/21 02:00:00 PM,11.334,,,,,
438,10/12/21 03:00:00 PM,11.722,,,,,
439,10/12/21 04:00:00 PM,11.625,,,,,
440,10/12/21 05:00:00 PM,11.139,,,,,
441,10/12/21 06:00:00 PM,8.282,,,,,
442,10/12/21 07:00:00 PM,7.582,,,,,
443,10/12/21 08:00:00 PM,6.877,,,,,
444,10/12/21 09:00:00 PM,6.573,,,,,
445,10/12/21 10:00:00 PM,6.573,,,,,
446,10/12/21 11:00:00 PM,6.775,,,,,
447,10/13/21 12:00:00 AM,6.674,,,,,
448,10/13/21 01:00:00 AM,6.877,,,,,
449,10/13/21 02:00:00 AM,6.978,,,,,
450,10/13/21 03:00:00 AM,6.775,,,,,
451,10/13/21 04:00:00 AM,6.370,,,,,
452,10/13/21 05:00:00 AM,6.775,,,,,
453,10/13/21 06:00:00 AM,6.978,,,,,
454,10/13/21 07:00:00 AM,6.775,,,,,
455,10/13/21 08:00:00 AM,5.757,,,,,
456,10/13/21 09:00:00 AM,7.280,,,,,
457,10/13/21 10:00:00 AM,8.978,,,,,
458,10/13/21 11:00:00 AM,10.651,,,,,
459,10/13/21 12:00:00 PM,12.594,,,,,
460,10/13/21 01:00:00 PM,21.473,,,,,
461,10/13/21 02:00:00 PM,14.325,,,,,
462,10/13/21 03:00:00 PM,14.325,,,,,
463,10/13/21 04:00:00 PM,13.654,,,,,
464,10/13/21 05:00:00 PM,12.401,,,,,
465,10/13/21 06:00:00 PM,10.944,,,,,
466,10/13/21 07:00:00 PM,10.357,,,,,
467,10/13/21 08:00:00 PM,9.571,,,,,
468,10/13/21 09:00:00 PM,8.680,,,,,
469,10/13/21 10:00:00 PM,8.779,,,,,
470,10/13/21 11:00:00 PM,8.481,,,,,
471,10/14/21 12:00:00 AM,8.581,,,,,
472,10/14/21 01:00:00 AM,8.879,,,,,
473,10/14/21 02:00:00 AM,8.282,,,,,
474,10/14/21 03:00:00 AM,7.782,,,,,
475,10/14/21 04:00:00 AM,7.983,,,,,
476,10/14/21 05:00:00 AM,8.082,,,,,
477,10/14/21 06:00:00 AM,8.182,,,,,
478,10/14/21 07:00:00 AM,8.282,,,,,
479,10/14/21 08:00:00 AM,8.680,,,,,
480,10/14/21 09:00:00 AM,10.063,,,,,
481,10/14/21 10:00:00 AM,12.207,,,,,
482,10/14/21 11:00:00 AM,14.134,,,,,
483,10/14/21 12:00:00 PM,15.378,,,,,
484,10/14/21 01:00:00 PM,18.806,,,,,
485,10/14/21 02:00:00 PM,23.196,,,,,
486,10/14/21 03:00:00 PM,14.613,,,,,
487,10/14/21 04:00:00 PM,15.760,,,,,
488,10/14/21 05:00:00 PM,14.230,,,,,
489,10/14/21 06:00:00 PM,12.110,,,,,
490,10/14/21 07:00:00 PM,11.334,,,,,
491,10/14/21 08:00:00 PM,11.041,,,,,
492,10/14/21 09:00:00 PM,11.334,,,,,
493,10/14/21 10:00:00 PM,11.041,,,,,
494,10/14/21 11:00:00 PM,11.236,,,,,
495,10/15/21 12:00:00 AM,10.846,,,,,
496,10/15/21 01:00:00 AM,10.846,,,,,
497,10/15/21 02:00:00 AM,10.846,,,,,
498,10/15/21 03:00:00 AM,10.944,,,,,
499,10/15/21 04:00:00 AM,11.334,,,,,
500,10/15/21 05:00:00 AM,11.334,,,,,
501,10/15/21 06:00:00 AM,11.528,,,,,
502,10/15/21 07:00:00 AM,11.431,,,,,
503,10/15/21 08:00:00 AM,11.916,,,,,
504,10/15/21 09:00:00 AM,12.304,,,,,
505,10/15/21 10:00:00 AM,13.269,,,,,
506,10/15/21 11:00:00 AM,15.760,,,,,
507,10/15/21 12:00:00 PM,18.521,,,,,
508,10/15/21 01:00:00 PM,28.258,,,,,
509,10/15/21 02:00:00 PM,21.951,,,,,
510,10/15/21 03:00:00 PM,27.173,,,,,
511,10/15/21 04:00:00 PM,18.711,,,,,
512,10/15/21 05:00:00 PM,20.329,,,,,
513,10/15/21 06:00:00 PM,16.237,,,,,
514,10/15/21 07:00:00 PM,14.804,,,,,
515,10/15/21 08:00:00 PM,14.804,,,,,
516,10/15/21 09:00:00 PM,14.709,,,,,
517,10/15/21 10:00:00 PM,14.421,,,,,
518,10/15/21 11:00:00 PM,13.942,,,,,
519,10/16/21 12:00:00 AM,13.942,,,,,
520,10/16/21 01:00:00 AM,13.750,,,,,
521,10/16/21 02:00:00 AM,13.076,,,,,
522,10/16/21 03:00:00 AM,12.980,,,,,
523,10/16/21 04:00:00 AM,12.690,,,,,
524,10/16/21 05:00:00 AM,13.173,,,,,
525,10/16/21 06:00:00 AM,13.846,,,,,
526,10/16/21 07:00:00 AM,13.846,,,,,
