"Plot Title: 21223121"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 21223121, SEN S/N: 21223121)","Coupler Attached (LGR S/N: 21223121)","Stopped (LGR S/N: 21223121)","End Of File (LGR S/N: 21223121)"
44,01/08/23 07:00:00 AM,15.378,,,
45,01/08/23 08:00:00 AM,17.570,,,
46,01/08/23 09:00:00 AM,19.377,,,
47,01/08/23 10:00:00 AM,20.329,,,
48,01/08/23 11:00:00 AM,21.760,,,
49,01/08/23 12:00:00 PM,23.196,,,
50,01/08/23 01:00:00 PM,24.351,,,
51,01/08/23 02:00:00 PM,25.125,,,
52,01/08/23 03:00:00 PM,25.610,,,
53,01/08/23 04:00:00 PM,26.000,,,
54,01/08/23 05:00:00 PM,26.000,,,
55,01/08/23 06:00:00 PM,26.585,,,
56,01/08/23 07:00:00 PM,25.028,,,
57,01/08/23 08:00:00 PM,22.908,,,
58,01/08/23 09:00:00 PM,21.664,,,
59,01/08/23 10:00:00 PM,19.567,,,
60,01/08/23 11:00:00 PM,18.901,,,
61,01/09/23 12:00:00 AM,18.236,,,
62,01/09/23 01:00:00 AM,16.808,,,
63,01/09/23 02:00:00 AM,16.046,,,
64,01/09/23 03:00:00 AM,15.282,,,
65,01/09/23 04:00:00 AM,14.709,,,
66,01/09/23 05:00:00 AM,14.038,,,
67,01/09/23 06:00:00 AM,14.421,,,
68,01/09/23 07:00:00 AM,15.760,,,
69,01/09/23 08:00:00 AM,17.855,,,
70,01/09/23 09:00:00 AM,19.758,,,
71,01/09/23 10:00:00 AM,22.046,,,
72,01/09/23 11:00:00 AM,23.966,,,
73,01/09/23 12:00:00 PM,25.222,,,
74,01/09/23 01:00:00 PM,26.195,,,
75,01/09/23 02:00:00 PM,27.468,,,
76,01/09/23 03:00:00 PM,27.862,,,
77,01/09/23 04:00:00 PM,28.655,,,
78,01/09/23 05:00:00 PM,28.655,,,
79,01/09/23 06:00:00 PM,29.053,,,
80,01/09/23 07:00:00 PM,25.319,,,
81,01/09/23 08:00:00 PM,22.908,,,
82,01/09/23 09:00:00 PM,21.187,,,
83,01/09/23 10:00:00 PM,19.662,,,
84,01/09/23 11:00:00 PM,18.426,,,
85,01/10/23 12:00:00 AM,17.379,,,
86,01/10/23 01:00:00 AM,16.713,,,
87,01/10/23 02:00:00 AM,16.141,,,
88,01/10/23 03:00:00 AM,15.760,,,
89,01/10/23 04:00:00 AM,15.378,,,
90,01/10/23 05:00:00 AM,15.378,,,
91,01/10/23 06:00:00 AM,15.664,,,
92,01/10/23 07:00:00 AM,15.760,,,
93,01/10/23 08:00:00 AM,16.618,,,
94,01/10/23 09:00:00 AM,17.570,,,
95,01/10/23 10:00:00 AM,19.567,,,
96,01/10/23 11:00:00 AM,21.473,,,
97,01/10/23 12:00:00 PM,23.004,,,
98,01/10/23 01:00:00 PM,24.835,,,
99,01/10/23 02:00:00 PM,25.902,,,
100,01/10/23 03:00:00 PM,25.902,,,
101,01/10/23 04:00:00 PM,26.488,,,
102,01/10/23 05:00:00 PM,26.879,,,
103,01/10/23 06:00:00 PM,27.075,,,
104,01/10/23 07:00:00 PM,24.738,,,
105,01/10/23 08:00:00 PM,23.004,,,
106,01/10/23 09:00:00 PM,22.046,,,
107,01/10/23 10:00:00 PM,21.569,,,
108,01/10/23 11:00:00 PM,20.901,,,
109,01/11/23 12:00:00 AM,20.234,,,
110,01/11/23 01:00:00 AM,20.043,,,
111,01/11/23 02:00:00 AM,19.092,,,
112,01/11/23 03:00:00 AM,17.379,,,
113,01/11/23 04:00:00 AM,16.618,,,
114,01/11/23 05:00:00 AM,15.664,,,
115,01/11/23 06:00:00 AM,15.760,,,
116,01/11/23 07:00:00 AM,18.711,,,
117,01/11/23 08:00:00 AM,20.710,,,
118,01/11/23 09:00:00 AM,22.621,,,
119,01/11/23 10:00:00 AM,23.773,,,
120,01/11/23 11:00:00 AM,25.028,,,
121,01/11/23 12:00:00 PM,27.075,,,
122,01/11/23 01:00:00 PM,28.060,,,
123,01/11/23 02:00:00 PM,28.853,,,
124,01/11/23 03:00:00 PM,29.452,,,
125,01/11/23 04:00:00 PM,29.652,,,
126,01/11/23 05:00:00 PM,30.054,,,
127,01/11/23 06:00:00 PM,30.963,,,
128,01/11/23 07:00:00 PM,28.655,,,
129,01/11/23 08:00:00 PM,26.585,,,
130,01/11/23 09:00:00 PM,26.195,,,
131,01/11/23 10:00:00 PM,25.610,,,
132,01/11/23 11:00:00 PM,24.545,,,
133,01/12/23 12:00:00 AM,23.869,,,
134,01/12/23 01:00:00 AM,23.869,,,
135,01/12/23 02:00:00 AM,23.581,,,
136,01/12/23 03:00:00 AM,23.004,,,
137,01/12/23 04:00:00 AM,22.812,,,
138,01/12/23 05:00:00 AM,22.046,,,
139,01/12/23 06:00:00 AM,21.951,,,
140,01/12/23 07:00:00 AM,22.046,,,
141,01/12/23 08:00:00 AM,23.196,,,
142,01/12/23 09:00:00 AM,24.931,,,
143,01/12/23 10:00:00 AM,26.879,,,
144,01/12/23 11:00:00 AM,28.555,,,
145,01/12/23 12:00:00 PM,28.754,,,
146,01/12/23 01:00:00 PM,28.853,,,
147,01/12/23 02:00:00 PM,29.652,,,
148,01/12/23 03:00:00 PM,29.752,,,
149,01/12/23 04:00:00 PM,31.166,,,
150,01/12/23 05:00:00 PM,31.370,,,
151,01/12/23 06:00:00 PM,31.778,,,
152,01/12/23 07:00:00 PM,30.558,,,
153,01/12/23 08:00:00 PM,28.655,,,
154,01/12/23 09:00:00 PM,27.764,,,
155,01/12/23 10:00:00 PM,27.370,,,
156,01/12/23 11:00:00 PM,26.488,,,
157,01/13/23 12:00:00 AM,25.610,,,
158,01/13/23 01:00:00 AM,24.255,,,
159,01/13/23 02:00:00 AM,22.812,,,
160,01/13/23 03:00:00 AM,20.805,,,
161,01/13/23 04:00:00 AM,19.567,,,
162,01/13/23 05:00:00 AM,18.616,,,
163,01/13/23 06:00:00 AM,18.045,,,
164,01/13/23 07:00:00 AM,17.855,,,
165,01/13/23 08:00:00 AM,18.236,,,
166,01/13/23 09:00:00 AM,18.521,,,
167,01/13/23 10:00:00 AM,18.901,,,
168,01/13/23 11:00:00 AM,20.805,,,
169,01/13/23 12:00:00 PM,23.004,,,
170,01/13/23 01:00:00 PM,24.641,,,
171,01/13/23 02:00:00 PM,25.902,,,
172,01/13/23 03:00:00 PM,25.902,,,
173,01/13/23 04:00:00 PM,25.416,,,
174,01/13/23 05:00:00 PM,25.222,,,
175,01/13/23 06:00:00 PM,25.513,,,
176,01/13/23 07:00:00 PM,22.429,,,
177,01/13/23 08:00:00 PM,20.805,,,
178,01/13/23 09:00:00 PM,19.853,,,
179,01/13/23 10:00:00 PM,18.901,,,
180,01/13/23 11:00:00 PM,18.331,,,
181,01/14/23 12:00:00 AM,17.950,,,
182,01/14/23 01:00:00 AM,17.855,,,
183,01/14/23 02:00:00 AM,17.665,,,
184,01/14/23 03:00:00 AM,17.475,,,
185,01/14/23 04:00:00 AM,17.284,,,
186,01/14/23 05:00:00 AM,16.999,,,
187,01/14/23 06:00:00 AM,16.999,,,
188,01/14/23 07:00:00 AM,17.284,,,
189,01/14/23 08:00:00 AM,17.855,,,
190,01/14/23 09:00:00 AM,18.616,,,
191,01/14/23 10:00:00 AM,19.377,,,
192,01/14/23 11:00:00 AM,20.805,,,
193,01/14/23 12:00:00 PM,21.951,,,
194,01/14/23 01:00:00 PM,23.388,,,
195,01/14/23 02:00:00 PM,24.351,,,
196,01/14/23 03:00:00 PM,25.028,,,
197,01/14/23 04:00:00 PM,25.805,,,
198,01/14/23 05:00:00 PM,26.195,,,
199,01/14/23 06:00:00 PM,26.390,,,
200,01/14/23 07:00:00 PM,22.717,,,
201,01/14/23 08:00:00 PM,20.805,,,
202,01/14/23 09:00:00 PM,19.758,,,
203,01/14/23 10:00:00 PM,18.711,,,
204,01/14/23 11:00:00 PM,17.950,,,
205,01/15/23 12:00:00 AM,17.570,,,
206,01/15/23 01:00:00 AM,17.665,,,
207,01/15/23 02:00:00 AM,17.855,,,
208,01/15/23 03:00:00 AM,17.570,,,
209,01/15/23 04:00:00 AM,17.284,,,
210,01/15/23 05:00:00 AM,17.475,,,
211,01/15/23 06:00:00 AM,17.475,,,
212,01/15/23 07:00:00 AM,17.665,,,
213,01/15/23 08:00:00 AM,18.045,,,
214,01/15/23 09:00:00 AM,18.331,,,
215,01/15/23 10:00:00 AM,19.187,,,
216,01/15/23 11:00:00 AM,20.710,,,
217,01/15/23 12:00:00 PM,22.621,,,
218,01/15/23 01:00:00 PM,23.966,,,
219,01/15/23 02:00:00 PM,24.931,,,
220,01/15/23 03:00:00 PM,26.097,,,
221,01/15/23 04:00:00 PM,26.879,,,
222,01/15/23 05:00:00 PM,27.272,,,
223,01/15/23 06:00:00 PM,26.683,,,
224,01/15/23 07:00:00 PM,24.931,,,
225,01/15/23 08:00:00 PM,24.158,,,
226,01/15/23 09:00:00 PM,22.908,,,
227,01/15/23 10:00:00 PM,21.091,,,
228,01/15/23 11:00:00 PM,19.758,,,
229,01/16/23 12:00:00 AM,19.092,,,
230,01/16/23 01:00:00 AM,18.806,,,
231,01/16/23 02:00:00 AM,18.711,,,
232,01/16/23 03:00:00 AM,18.236,,,
233,01/16/23 04:00:00 AM,17.284,,,
234,01/16/23 05:00:00 AM,16.713,,,
235,01/16/23 06:00:00 AM,15.951,,,
236,01/16/23 07:00:00 AM,17.189,,,
237,01/16/23 08:00:00 AM,18.521,,,
238,01/16/23 09:00:00 AM,20.519,,,
239,01/16/23 10:00:00 AM,22.142,,,
240,01/16/23 11:00:00 AM,24.255,,,
241,01/16/23 12:00:00 PM,26.000,,,
242,01/16/23 01:00:00 PM,27.075,,,
243,01/16/23 02:00:00 PM,26.977,,,
244,01/16/23 03:00:00 PM,27.961,,,
245,01/16/23 04:00:00 PM,28.555,,,
246,01/16/23 05:00:00 PM,28.853,,,
247,01/16/23 06:00:00 PM,28.853,,,
248,01/16/23 07:00:00 PM,25.222,,,
249,01/16/23 08:00:00 PM,23.292,,,
250,01/16/23 09:00:00 PM,21.855,,,
251,01/16/23 10:00:00 PM,20.043,,,
252,01/16/23 11:00:00 PM,18.711,,,
253,01/17/23 12:00:00 AM,17.760,,,
254,01/17/23 01:00:00 AM,17.189,,,
255,01/17/23 02:00:00 AM,16.237,,,
256,01/17/23 03:00:00 AM,15.569,,,
257,01/17/23 04:00:00 AM,15.091,,,
258,01/17/23 05:00:00 AM,15.091,,,
259,01/17/23 06:00:00 AM,14.804,,,
260,01/17/23 07:00:00 AM,14.804,,,
261,01/17/23 08:00:00 AM,15.378,,,
262,01/17/23 09:00:00 AM,16.237,,,
263,01/17/23 10:00:00 AM,17.760,,,
264,01/17/23 11:00:00 AM,20.901,,,
265,01/17/23 12:00:00 PM,22.812,,,
266,01/17/23 01:00:00 PM,24.448,,,
267,01/17/23 02:00:00 PM,25.028,,,
268,01/17/23 03:00:00 PM,25.222,,,
269,01/17/23 04:00:00 PM,25.125,,,
270,01/17/23 05:00:00 PM,25.513,,,
271,01/17/23 06:00:00 PM,26.585,,,
272,01/17/23 07:00:00 PM,24.738,,,
273,01/17/23 08:00:00 PM,23.484,,,
274,01/17/23 09:00:00 PM,22.429,,,
275,01/17/23 10:00:00 PM,21.378,,,
276,01/17/23 11:00:00 PM,20.519,,,
277,01/18/23 12:00:00 AM,19.758,,,
278,01/18/23 01:00:00 AM,19.282,,,
279,01/18/23 02:00:00 AM,18.140,,,
280,01/18/23 03:00:00 AM,17.570,,,
281,01/18/23 04:00:00 AM,16.618,,,
282,01/18/23 05:00:00 AM,15.951,,,
283,01/18/23 06:00:00 AM,16.618,,,
284,01/18/23 07:00:00 AM,18.045,,,
285,01/18/23 08:00:00 AM,19.092,,,
286,01/18/23 09:00:00 AM,20.901,,,
287,01/18/23 10:00:00 AM,22.812,,,
288,01/18/23 11:00:00 AM,25.028,,,
289,01/18/23 12:00:00 PM,26.097,,,
290,01/18/23 01:00:00 PM,26.781,,,
291,01/18/23 02:00:00 PM,27.173,,,
292,01/18/23 03:00:00 PM,28.754,,,
293,01/18/23 04:00:00 PM,28.655,,,
294,01/18/23 05:00:00 PM,28.953,,,
295,01/18/23 06:00:00 PM,29.752,,,
296,01/18/23 07:00:00 PM,27.468,,,
297,01/18/23 08:00:00 PM,25.805,,,
298,01/18/23 09:00:00 PM,24.351,,,
299,01/18/23 10:00:00 PM,22.717,,,
300,01/18/23 11:00:00 PM,21.473,,,
301,01/19/23 12:00:00 AM,20.805,,,
302,01/19/23 01:00:00 AM,20.043,,,
303,01/19/23 02:00:00 AM,19.187,,,
304,01/19/23 03:00:00 AM,18.426,,,
305,01/19/23 04:00:00 AM,18.140,,,
306,01/19/23 05:00:00 AM,17.570,,,
307,01/19/23 06:00:00 AM,17.475,,,
308,01/19/23 07:00:00 AM,18.331,,,
309,01/19/23 08:00:00 AM,19.567,,,
310,01/19/23 09:00:00 AM,21.473,,,
311,01/19/23 10:00:00 AM,24.158,,,
312,01/19/23 11:00:00 AM,26.097,,,
313,01/19/23 12:00:00 PM,27.862,,,
314,01/19/23 01:00:00 PM,28.655,,,
315,01/19/23 02:00:00 PM,29.752,,,
316,01/19/23 03:00:00 PM,30.255,,,
317,01/19/23 04:00:00 PM,30.558,,,
318,01/19/23 05:00:00 PM,29.752,,,
319,01/19/23 06:00:00 PM,27.665,,,
320,01/19/23 07:00:00 PM,23.004,,,
321,01/19/23 08:00:00 PM,19.853,,,
322,01/19/23 09:00:00 PM,18.426,,,
323,01/19/23 10:00:00 PM,17.475,,,
324,01/19/23 11:00:00 PM,16.618,,,
325,01/20/23 12:00:00 AM,16.713,,,
326,01/20/23 01:00:00 AM,16.713,,,
327,01/20/23 02:00:00 AM,16.427,,,
328,01/20/23 03:00:00 AM,16.237,,,
329,01/20/23 04:00:00 AM,16.332,,,
330,01/20/23 05:00:00 AM,16.237,,,
331,01/20/23 06:00:00 AM,16.237,,,
332,01/20/23 07:00:00 AM,16.523,,,
333,01/20/23 08:00:00 AM,17.189,,,
334,01/20/23 09:00:00 AM,17.950,,,
335,01/20/23 10:00:00 AM,18.806,,,
336,01/20/23 11:00:00 AM,19.758,,,
337,01/20/23 12:00:00 PM,20.615,,,
338,01/20/23 01:00:00 PM,20.901,,,
339,01/20/23 02:00:00 PM,20.901,,,
340,01/20/23 03:00:00 PM,21.473,,,
341,01/20/23 04:00:00 PM,21.951,,,
342,01/20/23 05:00:00 PM,21.855,,,
343,01/20/23 06:00:00 PM,20.996,,,
344,01/20/23 07:00:00 PM,19.758,,,
345,01/20/23 08:00:00 PM,18.236,,,
346,01/20/23 09:00:00 PM,17.189,,,
347,01/20/23 10:00:00 PM,16.903,,,
348,01/20/23 11:00:00 PM,16.903,,,
349,01/21/23 12:00:00 AM,16.713,,,
350,01/21/23 01:00:00 AM,16.141,,,
351,01/21/23 02:00:00 AM,15.282,,,
352,01/21/23 03:00:00 AM,15.091,,,
353,01/21/23 04:00:00 AM,14.900,,,
354,01/21/23 05:00:00 AM,14.804,,,
355,01/21/23 06:00:00 AM,14.709,,,
356,01/21/23 07:00:00 AM,14.996,,,
357,01/21/23 08:00:00 AM,15.378,,,
358,01/21/23 09:00:00 AM,15.664,,,
359,01/21/23 10:00:00 AM,16.523,,,
360,01/21/23 11:00:00 AM,18.045,,,
361,01/21/23 12:00:00 PM,19.758,,,
362,01/21/23 01:00:00 PM,21.473,,,
363,01/21/23 02:00:00 PM,21.569,,,
364,01/21/23 03:00:00 PM,21.473,,,
365,01/21/23 04:00:00 PM,21.282,,,
366,01/21/23 05:00:00 PM,20.424,,,
367,01/21/23 06:00:00 PM,19.282,,,
368,01/21/23 07:00:00 PM,18.331,,,
369,01/21/23 08:00:00 PM,17.379,,,
370,01/21/23 09:00:00 PM,16.237,,,
371,01/21/23 10:00:00 PM,15.282,,,
372,01/21/23 11:00:00 PM,14.613,,,
373,01/22/23 12:00:00 AM,14.134,,,
374,01/22/23 01:00:00 AM,13.461,,,
375,01/22/23 02:00:00 AM,12.690,,,
376,01/22/23 03:00:00 AM,12.304,,,
377,01/22/23 04:00:00 AM,11.819,,,
378,01/22/23 05:00:00 AM,11.528,,,
379,01/22/23 06:00:00 AM,11.431,,,
380,01/22/23 07:00:00 AM,12.883,,,
381,01/22/23 08:00:00 AM,14.230,,,
382,01/22/23 09:00:00 AM,15.951,,,
383,01/22/23 10:00:00 AM,17.665,,,
384,01/22/23 11:00:00 AM,19.282,,,
385,01/22/23 12:00:00 PM,20.710,,,
386,01/22/23 01:00:00 PM,21.951,,,
387,01/22/23 02:00:00 PM,23.196,,,
388,01/22/23 03:00:00 PM,23.869,,,
389,01/22/23 04:00:00 PM,24.255,,,
390,01/22/23 05:00:00 PM,23.966,,,
391,01/22/23 06:00:00 PM,24.351,,,
392,01/22/23 07:00:00 PM,21.855,,,
393,01/22/23 08:00:00 PM,20.519,,,
394,01/22/23 09:00:00 PM,19.187,,,
395,01/22/23 10:00:00 PM,18.616,,,
396,01/22/23 11:00:00 PM,17.950,,,
397,01/23/23 12:00:00 AM,17.094,,,
398,01/23/23 01:00:00 AM,16.332,,,
399,01/23/23 02:00:00 AM,15.473,,,
400,01/23/23 03:00:00 AM,15.664,,,
401,01/23/23 04:00:00 AM,15.378,,,
402,01/23/23 05:00:00 AM,14.613,,,
403,01/23/23 06:00:00 AM,13.750,,,
404,01/23/23 07:00:00 AM,15.664,,,
405,01/23/23 08:00:00 AM,17.094,,,
406,01/23/23 09:00:00 AM,18.996,,,
407,01/23/23 10:00:00 AM,20.710,,,
408,01/23/23 11:00:00 AM,23.004,,,
409,01/23/23 12:00:00 PM,24.255,,,
410,01/23/23 01:00:00 PM,25.319,,,
411,01/23/23 02:00:00 PM,26.292,,,
412,01/23/23 03:00:00 PM,27.272,,,
413,01/23/23 04:00:00 PM,27.370,,,
414,01/23/23 05:00:00 PM,26.977,,,
415,01/23/23 06:00:00 PM,26.879,,,
416,01/23/23 07:00:00 PM,24.448,,,
417,01/23/23 08:00:00 PM,23.388,,,
418,01/23/23 09:00:00 PM,22.525,,,
419,01/23/23 10:00:00 PM,22.621,,,
420,01/23/23 11:00:00 PM,22.142,,,
421,01/24/23 12:00:00 AM,21.664,,,
422,01/24/23 01:00:00 AM,21.091,,,
423,01/24/23 02:00:00 AM,20.329,,,
424,01/24/23 03:00:00 AM,19.948,,,
425,01/24/23 04:00:00 AM,18.901,,,
426,01/24/23 05:00:00 AM,17.189,,,
427,01/24/23 06:00:00 AM,16.618,,,
428,01/24/23 07:00:00 AM,19.092,,,
429,01/24/23 08:00:00 AM,20.519,,,
430,01/24/23 09:00:00 AM,21.951,,,
431,01/24/23 10:00:00 AM,23.484,,,
432,01/24/23 11:00:00 AM,25.513,,,
433,01/24/23 12:00:00 PM,26.977,,,
434,01/24/23 01:00:00 PM,28.060,,,
435,01/24/23 02:00:00 PM,29.652,,,
436,01/24/23 03:00:00 PM,30.356,,,
437,01/24/23 04:00:00 PM,29.853,,,
438,01/24/23 05:00:00 PM,29.953,,,
439,01/24/23 06:00:00 PM,29.953,,,
440,01/24/23 07:00:00 PM,27.764,,,
441,01/24/23 08:00:00 PM,26.390,,,
442,01/24/23 09:00:00 PM,24.931,,,
443,01/24/23 10:00:00 PM,23.869,,,
444,01/24/23 11:00:00 PM,22.238,,,
445,01/25/23 12:00:00 AM,21.091,,,
446,01/25/23 01:00:00 AM,20.519,,,
447,01/25/23 02:00:00 AM,19.567,,,
448,01/25/23 03:00:00 AM,19.187,,,
449,01/25/23 04:00:00 AM,18.996,,,
450,01/25/23 05:00:00 AM,18.331,,,
451,01/25/23 06:00:00 AM,17.665,,,
452,01/25/23 07:00:00 AM,18.426,,,
453,01/25/23 08:00:00 AM,19.948,,,
454,01/25/23 09:00:00 AM,21.473,,,
455,01/25/23 10:00:00 AM,23.581,,,
456,01/25/23 11:00:00 AM,26.097,,,
457,01/25/23 12:00:00 PM,27.862,,,
458,01/25/23 01:00:00 PM,28.754,,,
459,01/25/23 02:00:00 PM,28.456,,,
460,01/25/23 03:00:00 PM,28.060,,,
461,01/25/23 04:00:00 PM,26.683,,,
462,01/25/23 05:00:00 PM,24.835,,,
463,01/25/23 06:00:00 PM,22.525,,,
464,01/25/23 07:00:00 PM,19.853,,,
465,01/25/23 08:00:00 PM,18.236,,,
466,01/25/23 09:00:00 PM,17.475,,,
467,01/25/23 10:00:00 PM,16.903,,,
468,01/25/23 11:00:00 PM,16.332,,,
469,01/26/23 12:00:00 AM,15.951,,,
470,01/26/23 01:00:00 AM,15.473,,,
471,01/26/23 02:00:00 AM,15.664,,,
472,01/26/23 03:00:00 AM,15.951,,,
473,01/26/23 04:00:00 AM,15.664,,,
474,01/26/23 05:00:00 AM,15.473,,,
475,01/26/23 06:00:00 AM,15.282,,,
476,01/26/23 07:00:00 AM,15.473,,,
477,01/26/23 08:00:00 AM,15.569,,,
478,01/26/23 09:00:00 AM,15.951,,,
479,01/26/23 10:00:00 AM,16.808,,,
480,01/26/23 11:00:00 AM,18.140,,,
481,01/26/23 12:00:00 PM,20.043,,,
482,01/26/23 01:00:00 PM,21.760,,,
483,01/26/23 02:00:00 PM,23.100,,,
484,01/26/23 03:00:00 PM,24.738,,,
485,01/26/23 04:00:00 PM,25.708,,,
486,01/26/23 05:00:00 PM,26.000,,,
487,01/26/23 06:00:00 PM,26.488,,,
488,01/26/23 07:00:00 PM,23.773,,,
489,01/26/23 08:00:00 PM,21.855,,,
490,01/26/23 09:00:00 PM,19.948,,,
491,01/26/23 10:00:00 PM,18.806,,,
492,01/26/23 11:00:00 PM,17.760,,,
493,01/27/23 12:00:00 AM,16.808,,,
494,01/27/23 01:00:00 AM,15.664,,,
495,01/27/23 02:00:00 AM,15.282,,,
496,01/27/23 03:00:00 AM,15.187,,,
497,01/27/23 04:00:00 AM,14.421,,,
498,01/27/23 05:00:00 AM,14.230,,,
499,01/27/23 06:00:00 AM,14.421,,,
500,01/27/23 07:00:00 AM,15.282,,,
501,01/27/23 08:00:00 AM,16.141,,,
502,01/27/23 09:00:00 AM,17.094,,,
503,01/27/23 10:00:00 AM,18.901,,,
504,01/27/23 11:00:00 AM,21.664,,,
505,01/27/23 12:00:00 PM,23.773,,,
506,01/27/23 01:00:00 PM,25.513,,,
507,01/27/23 02:00:00 PM,26.000,,,
508,01/27/23 03:00:00 PM,27.272,,,
509,01/27/23 04:00:00 PM,27.272,,,
510,01/27/23 05:00:00 PM,28.159,,,
511,01/27/23 06:00:00 PM,25.222,,,
512,01/27/23 07:00:00 PM,21.187,,,
513,01/27/23 08:00:00 PM,17.665,,,
514,01/27/23 09:00:00 PM,15.569,,,
515,01/27/23 10:00:00 PM,15.282,,,
516,01/27/23 11:00:00 PM,14.996,,,
517,01/28/23 12:00:00 AM,15.187,,,
518,01/28/23 01:00:00 AM,15.091,,,
519,01/28/23 02:00:00 AM,15.473,,,
520,01/28/23 03:00:00 AM,15.855,,,
521,01/28/23 04:00:00 AM,15.855,,,
522,01/28/23 05:00:00 AM,15.187,,,
523,01/28/23 06:00:00 AM,15.187,,,
524,01/28/23 07:00:00 AM,15.282,,,
525,01/28/23 08:00:00 AM,15.473,,,
526,01/28/23 09:00:00 AM,16.808,,,
527,01/28/23 10:00:00 AM,18.426,,,
528,01/28/23 11:00:00 AM,18.426,,,
529,01/28/23 12:00:00 PM,19.662,,,
530,01/28/23 01:00:00 PM,20.710,,,
531,01/28/23 02:00:00 PM,21.473,,,
532,01/28/23 03:00:00 PM,22.908,,,
533,01/28/23 04:00:00 PM,23.388,,,
534,01/28/23 05:00:00 PM,23.966,,,
535,01/28/23 06:00:00 PM,24.062,,,
536,01/28/23 07:00:00 PM,21.378,,,
537,01/28/23 08:00:00 PM,19.948,,,
538,01/28/23 09:00:00 PM,18.331,,,
539,01/28/23 10:00:00 PM,17.950,,,
540,01/28/23 11:00:00 PM,17.189,,,
541,01/29/23 12:00:00 AM,16.618,,,
542,01/29/23 01:00:00 AM,15.760,,,
543,01/29/23 02:00:00 AM,14.900,,,
544,01/29/23 03:00:00 AM,14.325,,,
545,01/29/23 04:00:00 AM,14.421,,,
546,01/29/23 05:00:00 AM,14.134,,,
547,01/29/23 06:00:00 AM,13.654,,,
548,01/29/23 07:00:00 AM,14.517,,,
549,01/29/23 08:00:00 AM,16.999,,,
550,01/29/23 09:00:00 AM,18.616,,,
551,01/29/23 10:00:00 AM,21.855,,,
552,01/29/23 11:00:00 AM,23.004,,,
553,01/29/23 12:00:00 PM,22.812,,,
554,01/29/23 01:00:00 PM,25.513,,,
555,01/29/23 02:00:00 PM,23.966,,,
556,01/29/23 03:00:00 PM,23.581,,,
557,01/29/23 04:00:00 PM,22.333,,,
558,01/29/23 05:00:00 PM,20.996,,,
559,01/29/23 06:00:00 PM,19.853,,,
560,01/29/23 07:00:00 PM,18.806,,,
561,01/29/23 08:00:00 PM,17.950,,,
562,01/29/23 09:00:00 PM,17.760,,,
563,01/29/23 10:00:00 PM,17.570,,,
564,01/29/23 11:00:00 PM,15.951,,,
565,01/30/23 12:00:00 AM,15.951,,,
566,01/30/23 01:00:00 AM,15.569,,,
567,01/30/23 02:00:00 AM,14.804,,,
568,01/30/23 03:00:00 AM,14.709,,,
569,01/30/23 04:00:00 AM,14.804,,,
570,01/30/23 05:00:00 AM,14.613,,,
571,01/30/23 06:00:00 AM,14.709,,,
572,01/30/23 07:00:00 AM,14.804,,,
573,01/30/23 08:00:00 AM,15.569,,,
